Search Gene	Found FBGN	Found Gene	embryo 00-02hr	embryo 02-04hr	embryo 04-06hr	embryo 06-08hr	embryo 08-10hr	embryo 10-12hr	embryo 12-14hr	embryo 14-16hr	embryo 16-18hr	embryo 18-20hr	embryo 20-22hr	embryo 22-24hr	larva L1	larva L2	larva L3 12hr old	larva L3 puffstage 1-2	larva L3 puffstage 3-6	larva L3 puffstage 7-9	white prepupae new	white prepupae 12hr	white prepupae 24hr	pupae 2d postWPP	pupae 3d postWPP	pupae 4d postWPP	adult male 01day	adult male 05day	adult male 30day	adult female 01day	adult female 05day	adult female 30day
FBgn0034901	FBgn0034901	CG11300	0	0	0	0	0	0	0	0	0	2	5	10	532	1830	1834	903	395	101	5	3	1	0	0	0	2	2	2	0	0	0
FBgn0034902	FBgn0034902	CG5532	62	95	88	64	58	64	65	65	59	68	64	59	44	68	62	101	98	108	95	84	146	102	72	56	60	66	57	57	62	65
FBgn0034903	FBgn0034903	CG9850	0	0	0	0	1	1	2	14	43	44	10	10	6	10	9	4	56	195	60	42	6	26	54	24	8	4	3	7	9	9
FBgn0034904	FBgn0034904	CG15800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	9	8	14	22	28	32	22	49	61	55	0	0	0
FBgn0034906	FBgn0034906	CG13561	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0034907	FBgn0034907	CG5539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	12	17	14	25	38	48	45	50	73	105	103	0	0	0
FBgn0034908	FBgn0034908	CG5543	33	28	31	25	18	13	10	9	6	4	5	4	7	7	5	5	8	8	8	10	12	6	4	4	5	6	7	11	15	16
FBgn0034909	FBgn0034909	CG4797	0	0	0	0	0	0	0	0	2	3	13	15	7	9	9	10	13	15	20	17	12	5	2	6	7	9	10	5	7	7
FBgn0034910	FBgn0034910	CG4763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
FBgn0034911	FBgn0034911	CG5549	0	0	0	0	0	0	0	0	1	1	4	3	4	1	0	0	0	0	0	0	0	0	1	4	2	2	2	1	0	0
FBgn0034913	FBgn0034913	Snap29	45	37	24	35	47	59	42	28	25	23	19	19	15	16	12	19	31	46	48	52	41	33	21	19	24	23	24	23	29	30
FBgn0034914	FBgn0034914	CG5554	121	190	178	176	204	243	170	128	84	56	84	68	54	71	51	80	177	299	389	141	227	159	90	54	75	99	102	59	77	81
FBgn0034915	FBgn0034915	eIF6	64	26	60	88	69	60	34	32	26	23	56	41	150	68	45	29	41	40	35	40	45	33	20	31	32	43	56	74	67	79
FBgn0034918	FBgn0034918	Pym	83	19	21	17	17	23	11	10	6	7	9	7	16	11	11	10	12	13	11	12	14	10	6	5	6	8	9	23	42	52
FBgn0034919	FBgn0034919	CG5569	44	11	7	8	12	22	19	19	19	16	17	16	30	31	30	12	17	15	15	17	23	31	37	36	41	54	55	36	38	37
FBgn0034920	FBgn0034920	CG5597	0	1	1	8	17	10	4	6	14	63	130	111	120	46	58	64	57	36	8	8	7	16	53	169	91	104	152	86	25	25
FBgn0034921	FBgn0034921	DCP1	43	36	35	28	22	22	11	13	10	10	11	9	16	14	13	13	17	21	20	18	21	13	9	10	12	15	14	21	28	31
FBgn0034923	FBgn0034923	Upf3	25	27	19	22	20	15	14	13	9	7	9	8	7	7	6	8	12	12	12	15	18	11	7	6	8	10	11	12	17	17
FBgn0034925	FBgn0034925	CG5339	66	30	16	20	20	30	17	12	9	9	9	7	12	14	13	11	12	15	14	13	15	15	10	9	12	15	16	25	42	45
FBgn0034928	FBgn0034928	CG13562	1	0	0	0	0	2	4	12	7	3	1	1	1	5	2	1	1	1	1	1	3	26	6	1	1	1	1	1	0	0
FBgn0034931	FBgn0034931	CG2812	5	4	9	22	22	36	24	24	7	7	5	4	6	13	6	7	8	10	11	10	18	18	6	6	7	7	10	6	4	6
FBgn0034933	FBgn0034933	CG3735	23	25	19	18	18	11	16	8	8	5	17	17	10	6	4	3	4	5	4	5	6	5	4	3	5	6	5	7	15	14
FBgn0034935	FBgn0034935	Orcokinin	0	2	3	2	2	2	2	1	1	1	4	5	8	5	3	3	3	5	4	2	2	3	4	4	7	14	18	4	3	4
FBgn0034936	FBgn0034936	CG2970	51	36	40	30	29	36	21	26	31	28	21	18	39	44	41	26	28	32	32	33	39	40	41	38	49	55	61	45	46	50
FBgn0034937	FBgn0034937	fzr2	0	1	1	1	1	2	1	1	1	0	0	0	1	1	1	3	7	10	8	14	22	27	23	28	39	57	60	0	0	0
FBgn0034938	FBgn0034938	CG3803	17	10	18	21	20	22	22	23	27	22	14	15	21	25	17	9	8	9	12	10	12	17	18	9	10	11	11	13	14	15
FBgn0034939	FBgn0034939	thoc5	39	57	37	31	31	33	20	15	13	8	16	14	8	10	8	7	9	10	11	13	14	8	5	4	6	7	7	11	19	21
FBgn0034940	FBgn0034940	CG16787	26	11	7	8	9	15	13	18	21	21	20	18	32	30	19	8	8	9	9	9	12	25	40	19	17	18	18	19	18	21
FBgn0034942	FBgn0034942	CG13566	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	1	1	1	15	1	1	1	1	1	0	0
FBgn0034943	FBgn0034943	Fmo-1	1	0	0	0	1	3	12	18	37	41	14	18	16	19	16	13	14	13	17	45	26	17	30	8	12	4	5	7	3	3
FBgn0034945	FBgn0034945	CG10904	24	21	18	24	23	21	20	10	11	7	7	9	5	5	5	7	9	13	11	11	14	11	8	4	6	6	6	8	17	16
FBgn0034946	FBgn0034946	CG3065	42	18	22	36	35	33	31	19	16	15	12	11	12	9	10	13	14	16	17	17	23	16	11	8	12	15	18	17	26	29
FBgn0034948	FBgn0034948	Gadd34	72	92	59	61	67	72	71	59	63	53	55	60	34	26	25	25	33	44	44	57	47	45	49	62	62	65	66	52	50	50
FBgn0034950	FBgn0034950	Pask	0	0	0	0	1	1	2	2	3	3	2	3	2	1	0	1	1	1	1	3	4	4	3	1	3	3	3	1	1	1
FBgn0034951	FBgn0034951	CG3860	20	7	1	1	2	3	7	9	17	19	28	33	29	30	21	15	15	18	28	14	12	16	16	12	20	20	19	15	23	23
FBgn0034956	FBgn0034956	CG4324	0	0	1	4	8	13	15	25	5	2	1	1	1	10	2	2	2	3	4	5	9	21	5	2	1	0	1	0	0	0
FBgn0034957	FBgn0034957	CG3121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	7	7	15	24	26	24	19	33	45	45	0	0	0
FBgn0034958	FBgn0034958	CG3907	4	10	23	21	21	19	27	13	22	26	29	37	18	16	13	19	22	33	36	31	25	22	17	18	23	23	19	11	11	12
FBgn0034959	FBgn0034959	CG11388	2	5	10	12	12	14	16	18	15	13	9	9	12	7	4	6	8	10	9	11	17	21	23	11	13	16	18	13	9	10
FBgn0034961	FBgn0034961	CG3163	19	16	25	29	25	23	19	13	15	11	7	8	7	5	5	9	13	17	21	22	17	11	7	6	7	8	8	7	11	13
FBgn0034962	FBgn0034962	MAN1	76	67	33	33	38	32	31	23	21	10	23	25	6	6	6	8	12	15	15	16	23	21	15	11	17	24	22	25	54	54
FBgn0034963	FBgn0034963	Not11	17	6	17	17	19	16	19	10	10	8	7	8	11	10	9	9	12	15	13	15	19	16	12	6	8	9	10	10	18	17
FBgn0034964	FBgn0034964	IntS1	29	12	30	25	18	12	14	11	10	7	7	7	11	11	9	8	12	12	14	14	20	13	10	8	12	15	16	18	27	27
FBgn0034965	FBgn0034965	ppk29	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	2	2	4	3	3	4	2	1	1	1	1	1	2	4	3
FBgn0034966	FBgn0034966	CG13563	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	2	2	1	3	37	0	1	1	1	1	2	2	3
FBgn0034968	FBgn0034968	RpL12	669	907	971	1024	1199	1366	953	1020	986	1029	1181	983	1393	1134	996	779	783	868	768	683	754	632	448	479	384	418	503	890	870	931
FBgn0034970	FBgn0034970	yki	63	27	51	57	48	40	41	27	25	28	24	22	18	16	14	22	29	36	40	35	48	47	25	22	26	33	36	30	42	45
FBgn0034971	FBgn0034971	CG3209	39	36	35	35	38	47	37	45	53	48	64	61	56	60	48	52	39	41	40	36	41	34	24	32	44	57	60	48	44	45
FBgn0034972	FBgn0034972	CG10339	0	0	0	0	1	2	2	4	6	7	4	4	2	1	1	0	0	0	0	1	1	2	1	1	1	1	1	1	0	0
FBgn0034974	FBgn0034974	CG16786	0	0	0	1	3	8	26	60	80	53	17	21	9	35	15	2	5	9	12	7	24	87	120	22	12	1	1	8	0	0
FBgn0034975	FBgn0034975	enok	25	35	29	30	26	13	19	17	13	10	18	15	9	6	5	5	9	10	11	12	17	12	7	5	7	7	9	11	16	17
FBgn0034976	FBgn0034976	CG4049	24	15	16	14	13	8	11	7	6	4	4	4	4	2	2	2	5	6	6	7	11	8	4	2	3	4	4	8	14	15
FBgn0034978	FBgn0034978	CG3257	0	0	0	0	0	1	4	8	9	9	8	9	9	3	1	1	3	4	5	9	12	10	10	12	10	11	13	5	2	2
FBgn0034982	FBgn0034982	CG4065	23	8	24	25	23	30	20	17	12	9	7	7	15	15	12	8	11	13	14	16	24	19	13	10	16	21	23	15	21	23
FBgn0034985	FBgn0034985	CG3328	0	0	0	0	0	2	6	21	17	27	24	19	28	20	20	12	14	10	12	18	21	32	17	8	13	11	10	8	2	2
FBgn0034986	FBgn0034986	mRpS17	49	56	60	47	51	58	52	49	49	40	40	38	59	57	37	19	17	20	19	19	23	37	49	36	31	33	34	35	38	41
FBgn0034988	FBgn0034988	cN-IIIB	22	34	20	8	9	8	9	9	7	7	10	10	13	17	21	15	10	9	7	7	8	10	13	17	18	16	16	27	21	23
FBgn0034989	FBgn0034989	CG3356	44	8	14	22	20	15	16	13	13	14	13	14	13	13	11	12	23	32	35	17	19	17	13	14	21	26	27	20	30	31
FBgn0034990	FBgn0034990	CG11406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	1	0	0	1	0	0	0	0	0	0
FBgn0034994	FBgn0034994	Ir60a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034996	FBgn0034996	CG13575	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	2	4	6	2	4	3	1	1	0	0	0	0	0	0
FBgn0034997	FBgn0034997	CG3376	20	18	7	5	9	18	40	75	45	26	12	13	8	22	14	34	86	119	110	32	43	46	22	18	18	11	12	17	16	13
FBgn0034998	FBgn0034998	CG13577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	3	3	6	8	9	8	4	11	15	12	0	0	0
FBgn0034999	FBgn0034999	CG3394	22	3	1	3	8	9	5	5	6	5	2	3	9	10	13	40	104	170	76	55	33	23	15	15	23	31	28	10	16	16
FBgn0035000	FBgn0035000	CG13578	0	0	0	0	0	0	0	0	1	2	2	1	1	2	0	0	1	1	1	0	1	7	3	1	1	2	2	0	0	0
FBgn0035001	FBgn0035001	Slik	42	53	40	43	41	28	41	37	32	28	43	38	20	19	15	12	21	23	27	28	30	32	17	18	21	25	27	26	32	33
FBgn0035003	FBgn0035003	CG15873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	5	5	9	15	18	15	18	23	35	40	0	0	0
FBgn0035004	FBgn0035004	Pgam5-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	4	4	4	4	7	10	11	0	0	0
FBgn0035005	FBgn0035005	CG3483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	8	8	16	25	31	35	44	68	83	93	0	0	0
FBgn0035006	FBgn0035006	CG4563	0	0	0	0	0	0	0	1	5	39	298	251	368	217	110	46	15	4	1	1	1	1	1	2	14	18	23	24	17	13
FBgn0035007	FBgn0035007	CG3492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	12	11	23	39	50	47	51	81	109	120	0	0	0
FBgn0035008	FBgn0035008	CG3494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	13	12	21	34	45	42	34	61	84	83	0	0	0
FBgn0035009	FBgn0035009	CG16837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	9	8	14	19	21	18	16	24	40	40	0	0	0
FBgn0035010	FBgn0035010	CG13579	0	0	0	0	0	0	0	0	1	2	2	3	3	1	0	0	0	1	1	1	2	3	2	2	1	1	1	1	0	0
FBgn0035011	FBgn0035011	CG13589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0035012	FBgn0035012	CG13590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0035014	FBgn0035014	CG13581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	6	5	10	15	23	24	25	39	54	55	0	0	0
FBgn0035016	FBgn0035016	CG4612	40	12	10	13	16	17	30	22	15	12	9	11	12	15	6	6	14	24	27	25	35	42	22	11	12	11	10	20	35	33
FBgn0035020	FBgn0035020	CG13585	18	21	12	26	41	87	77	101	97	84	66	65	54	45	41	59	70	71	61	71	90	118	78	64	102	120	142	46	29	33
FBgn0035021	FBgn0035021	CG4622	27	28	22	23	21	16	16	12	11	7	11	11	6	5	4	4	6	8	7	9	13	11	6	4	6	8	7	8	15	18
FBgn0035022	FBgn0035022	CG11413	0	0	0	0	0	1	1	0	0	0	29	41	15	1	8	0	0	0	1	95	3	3	0	2	28	1	0	21	0	0
FBgn0035023	FBgn0035023	ITP	0	1	3	3	4	4	8	3	4	3	4	6	4	3	3	3	7	12	14	11	11	9	7	3	5	5	5	2	2	2
FBgn0035024	FBgn0035024	CG11414	40	18	16	23	26	24	26	23	20	23	26	24	31	19	15	15	19	20	19	24	32	28	23	24	33	38	40	30	36	36
FBgn0035025	FBgn0035025	uri	29	26	12	9	11	7	12	7	7	4	11	12	5	6	5	4	5	5	5	6	7	5	2	2	3	3	3	8	24	21
FBgn0035028	FBgn0035028	Start1	34	52	37	29	31	35	30	24	23	11	14	14	6	7	8	16	23	33	37	26	24	14	11	7	9	8	8	14	22	24
FBgn0035031	FBgn0035031	CG13587	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0
FBgn0035032	FBgn0035032	ATPsynF	245	292	196	174	178	311	256	319	343	542	715	549	687	832	697	455	229	170	187	175	201	379	899	1171	1246	730	395	911	371	289
FBgn0035033	FBgn0035033	CG3548	43	4	3	9	23	40	25	21	17	14	10	9	9	5	3	6	10	14	15	18	29	15	6	5	4	4	5	12	24	25
FBgn0035034	FBgn0035034	CG3565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	9	7	15	22	31	35	24	46	54	51	0	0	0
FBgn0035035	FBgn0035035	CG3570	31	9	15	17	14	11	8	9	7	7	8	6	13	9	6	6	8	8	7	10	11	10	7	6	7	9	10	12	17	18
FBgn0035036	FBgn0035036	CG4707	24	16	16	18	18	15	11	8	6	5	5	6	4	3	3	4	6	7	8	11	15	12	9	8	14	19	18	6	11	12
FBgn0035039	FBgn0035039	Adck	20	4	5	5	6	12	18	44	33	16	13	13	17	32	14	4	5	5	5	6	5	12	16	8	20	21	18	15	17	18
FBgn0035040	FBgn0035040	CG4741	0	0	0	0	0	0	0	1	1	1	10	9	22	16	11	21	27	26	17	3	7	4	2	4	6	8	6	5	2	2
FBgn0035041	FBgn0035041	CG13594	0	0	0	0	0	0	1	3	7	9	10	10	9	2	1	0	1	2	2	1	1	6	4	3	2	3	4	1	0	0
FBgn0035042	FBgn0035042	CG3640	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	4	60	140	170	0	0	0
FBgn0035043	FBgn0035043	CG4781	0	0	0	1	1	11	21	31	31	40	39	37	33	29	19	29	26	23	11	4	4	2	3	6	16	19	16	15	8	10
FBgn0035044	FBgn0035044	CG3663	22	6	12	11	9	12	14	16	18	17	21	21	39	41	40	28	17	18	16	11	10	15	11	12	17	18	20	24	29	33
FBgn0035046	FBgn0035046	ND-19	65	52	55	56	61	93	76	93	116	137	163	152	178	183	165	82	49	44	41	36	43	91	236	285	252	174	103	205	107	91
FBgn0035047	FBgn0035047	Pof	35	16	15	15	11	11	9	6	4	3	3	3	6	5	5	19	42	52	47	81	123	146	122	119	174	264	265	11	19	21
FBgn0035049	FBgn0035049	Mmp1	0	0	0	0	1	2	5	7	17	33	23	26	9	7	12	7	20	85	154	270	70	31	8	375	22	15	19	16	4	5
FBgn0035050	FBgn0035050	ST6Gal	0	0	0	0	0	0	0	1	1	2	3	3	5	2	1	0	1	1	1	3	1	2	5	2	1	2	3	1	0	0
FBgn0035056	FBgn0035056	spz6	0	1	1	3	5	61	139	84	4	2	0	1	3	68	8	3	5	9	14	5	29	123	5	3	1	0	0	1	0	0
FBgn0035057	FBgn0035057	CG3880	0	1	1	3	6	15	14	6	7	5	0	0	0	6	4	4	5	5	4	27	33	17	7	2	1	0	0	0	0	0
FBgn0035059	FBgn0035059	CG3894	0	2	5	7	5	4	4	3	2	3	2	2	2	1	1	2	3	3	3	5	6	4	2	2	2	3	3	1	1	1
FBgn0035060	FBgn0035060	Eps-15	34	16	29	34	29	25	23	23	24	26	21	21	21	15	11	12	18	18	19	21	30	28	23	18	24	28	25	18	24	25
FBgn0035063	FBgn0035063	CG3594	30	34	32	43	41	36	31	18	15	11	35	29	38	22	13	8	10	11	10	10	11	11	6	4	5	5	5	15	24	26
FBgn0035064	FBgn0035064	Aats-tyr-m	14	6	13	12	12	14	15	13	13	12	13	12	18	21	14	7	7	7	6	7	7	11	14	7	8	7	6	12	14	14
FBgn0035065	FBgn0035065	CG3589	22	5	8	9	7	8	7	7	7	7	7	7	8	6	8	19	27	34	40	45	24	16	8	9	10	9	10	15	16	19
FBgn0035068	FBgn0035068	CG12849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0035069	FBgn0035069	CG3611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	3	5	8	10	9	11	16	22	29	0	0	0
FBgn0035070	FBgn0035070	CG3650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	6	2	0	0	0	0	0	0	0	0
FBgn0035073	FBgn0035073	CG16896	14	28	35	27	23	14	14	8	7	4	8	8	4	3	2	4	6	8	8	10	12	10	4	3	5	7	6	5	9	10
FBgn0035076	FBgn0035076	Ance-5	0	0	0	0	1	4	6	19	40	55	35	35	35	24	24	13	11	4	3	3	4	6	11	7	19	23	20	12	12	9
FBgn0035077	FBgn0035077	CG9083	0	0	0	1	2	2	6	53	122	11	1	4	1	69	10	0	0	0	0	9	5	14	1	1	1	2	2	0	0	0
FBgn0035078	FBgn0035078	Tpc2	0	0	0	1	0	0	0	6	5	1	0	0	0	2	0	1	3	4	4	7	12	14	12	10	18	25	25	0	0	0
FBgn0035082	FBgn0035082	CG2811	28	33	23	13	18	17	15	17	25	19	23	23	18	24	15	23	24	24	21	21	24	16	12	11	16	17	16	24	31	30
FBgn0035083	FBgn0035083	Tina-1	68	26	11	14	44	105	123	93	91	122	140	193	227	170	234	120	62	49	53	85	74	52	42	39	35	40	56	76	77	82
FBgn0035084	FBgn0035084	CG15861	4	7	11	7	5	5	4	7	5	3	4	4	4	3	4	2	2	2	2	3	4	3	1	2	1	1	2	4	3	4
FBgn0035085	FBgn0035085	CG3770	12	17	14	10	12	24	23	19	10	7	10	9	7	4	4	6	10	14	18	9	12	9	5	5	3	3	4	6	6	7
FBgn0035086	FBgn0035086	CG12851	0	0	0	0	0	1	2	3	4	3	3	4	3	1	0	0	1	1	2	4	5	4	2	2	2	3	3	1	0	0
FBgn0035087	FBgn0035087	CG2765	37	15	10	16	21	27	32	25	42	53	42	53	31	27	33	19	14	19	21	34	25	22	22	26	84	161	142	46	57	64
FBgn0035088	FBgn0035088	CG3776	54	81	69	53	51	52	42	33	39	29	24	27	28	36	32	28	29	35	32	41	40	39	45	33	27	29	30	34	41	44
FBgn0035089	FBgn0035089	Phk-3	1	1	1	2	3	6	14	119	540	312	118	139	77	310	184	85	80	89	59	1205	105	79	124	33	56	43	24	9	4	7
FBgn0035090	FBgn0035090	CG2736	0	0	0	0	0	1	1	6	19	28	27	31	62	53	82	98	96	73	45	10	5	6	2	11	33	43	42	17	32	43
FBgn0035091	FBgn0035091	CG3829	0	2	9	35	45	44	38	22	31	33	25	28	32	20	12	11	34	70	78	164	92	58	30	52	26	13	13	17	8	9
FBgn0035092	FBgn0035092	Nplp1	0	0	0	0	1	0	1	4	10	18	21	22	25	8	3	2	4	5	5	10	9	11	14	12	12	16	20	6	2	3
FBgn0035094	FBgn0035094	CG9380	1	1	2	3	4	7	21	29	76	72	43	58	21	30	18	19	13	11	10	27	10	6	8	9	12	12	11	12	8	8
FBgn0035097	FBgn0035097	CG13405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	4	8	11	15	14	5	16	17	12	0	0	0
FBgn0035099	FBgn0035099	CG6845	1	3	12	13	14	6	5	2	2	2	1	2	2	5	5	7	12	16	12	16	15	9	4	2	4	6	6	4	6	5
FBgn0035101	FBgn0035101	p130CAS	0	5	17	13	13	17	20	17	16	17	19	19	15	10	9	8	13	23	27	19	21	17	9	6	9	11	14	9	6	8
FBgn0035102	FBgn0035102	CG7049	11	9	9	5	5	7	5	3	3	2	3	2	4	3	2	3	4	6	6	4	6	5	3	2	4	5	5	4	5	5
FBgn0035103	FBgn0035103	Vdup1	0	2	3	11	18	45	46	65	109	79	20	24	13	20	36	22	23	31	29	47	51	46	98	60	26	13	14	18	4	3
FBgn0035104	FBgn0035104	CG13875	0	0	0	1	1	4	12	8	5	2	1	2	2	3	3	1	1	1	1	2	3	8	11	1	2	1	1	1	0	0
FBgn0035106	FBgn0035106	rno	23	9	11	11	9	3	9	6	5	4	4	4	5	4	3	2	6	8	8	8	11	7	4	3	4	5	5	9	19	19
FBgn0035107	FBgn0035107	mri	67	68	53	72	72	74	50	41	31	25	21	21	19	16	16	29	42	53	60	73	67	44	19	27	22	23	24	33	45	47
FBgn0035109	FBgn0035109	CG13876	10	8	9	7	6	6	4	3	4	2	4	4	2	3	4	4	5	7	6	6	6	5	4	3	5	6	5	3	6	7
FBgn0035110	FBgn0035110	thoc7	67	92	67	60	62	47	45	35	27	17	29	31	22	24	18	21	26	32	31	30	35	30	18	14	17	17	18	26	39	42
FBgn0035111	FBgn0035111	CG16940	40	21	25	22	17	11	17	13	8	6	6	8	8	11	8	7	11	13	13	16	19	25	16	11	17	20	20	16	30	30
FBgn0035112	FBgn0035112	CG13877	0	0	0	0	0	0	0	0	0	2	1	1	5	2	4	7	4	4	2	7	1	2	12	7	13	14	10	7	3	8
FBgn0035113	FBgn0035113	pyx	1	2	1	1	1	2	4	3	2	2	3	3	3	2	1	2	3	3	2	4	3	3	5	5	3	4	4	2	1	1
FBgn0035120	FBgn0035120	wac	47	34	45	39	30	26	15	5	4	3	3	3	4	8	6	11	14	18	18	22	23	9	7	6	9	10	11	12	29	29
FBgn0035121	FBgn0035121	Tudor-SN	208	246	192	186	210	203	226	178	124	67	78	85	164	241	170	82	87	103	123	64	99	111	49	34	47	46	49	126	198	179
FBgn0035122	FBgn0035122	mRpL17	48	27	32	37	39	68	47	40	41	35	37	33	61	54	38	13	13	16	17	14	16	36	43	18	20	20	19	36	42	42
FBgn0035124	FBgn0035124	ttm2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	9	8	15	22	29	31	21	43	56	48	0	0	0
FBgn0035131	FBgn0035131	mthl9	0	0	0	1	2	9	15	12	26	27	14	18	11	10	13	13	14	13	10	13	9	6	12	4	3	3	3	2	1	1
FBgn0035132	FBgn0035132	mthl10	0	1	1	2	3	3	7	8	21	12	18	23	8	9	7	9	14	31	36	29	12	8	4	12	7	7	7	5	4	4
FBgn0035134	FBgn0035134	CG1231	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	2	1	1	1	1	0	0	0
FBgn0035137	FBgn0035137	CG1233	14	7	13	12	9	7	9	8	8	8	8	8	7	6	6	7	10	10	10	8	9	7	5	4	7	9	9	9	13	14
FBgn0035138	FBgn0035138	CG13884	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	4	4	7	11	12	11	8	14	20	16	0	0	0
FBgn0035139	FBgn0035139	CG13891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	3	7	11	16	19	21	39	50	56	0	0	0
FBgn0035140	FBgn0035140	CG17180	9	6	6	9	9	11	8	8	6	6	5	4	5	4	4	7	9	11	11	15	14	11	8	7	9	13	14	6	6	6
FBgn0035141	FBgn0035141	Cypl	65	97	88	55	48	36	27	26	16	10	16	14	15	20	15	14	20	22	21	21	32	19	7	8	10	13	15	21	29	32
FBgn0035142	FBgn0035142	Hipk	13	24	29	28	26	15	25	22	18	18	24	25	11	8	8	5	14	22	41	27	27	41	17	14	15	14	14	15	11	11
FBgn0035143	FBgn0035143	Ppm1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	17	19	20	34	52	52	41	38	63	97	94	0	0	0
FBgn0035144	FBgn0035144	Kah	0	1	2	18	40	28	22	4	2	1	2	3	2	1	1	1	5	14	14	22	26	13	3	15	10	6	12	6	1	1
FBgn0035145	FBgn0035145	MED14	33	33	42	28	22	14	14	11	8	8	7	6	10	8	7	8	13	14	15	16	21	12	7	12	9	10	12	19	28	26
FBgn0035146	FBgn0035146	CG13893	0	0	2	2	2	2	4	2	6	15	6	9	4	9	14	27	56	97	45	5	3	4	4	7	11	9	6	3	5	4
FBgn0035147	FBgn0035147	Gale	22	17	34	92	95	119	101	124	149	236	182	183	92	104	104	112	73	45	33	72	38	27	26	193	178	98	113	127	79	83
FBgn0035148	FBgn0035148	CG3402	44	27	61	54	40	32	28	17	19	15	9	12	10	12	7	8	13	17	16	18	20	23	10	5	5	5	6	13	27	27
FBgn0035149	FBgn0035149	MED30	30	32	44	31	24	26	15	12	9	9	7	6	11	9	8	9	15	16	17	17	21	16	10	11	13	19	20	16	21	22
FBgn0035150	FBgn0035150	Rev1	17	5	14	12	10	8	7	4	4	4	2	3	4	4	4	3	5	6	6	7	8	6	5	3	6	7	6	6	13	13
FBgn0035152	FBgn0035152	CG3386	3	8	16	12	11	10	9	4	3	2	2	2	2	2	3	2	4	4	5	6	6	4	3	1	2	3	2	2	4	4
FBgn0035153	FBgn0035153	ebd1	23	3	7	14	21	30	23	19	14	11	8	8	11	5	4	3	5	6	6	13	14	12	8	6	7	7	8	21	27	29
FBgn0035154	FBgn0035154	CG3344	0	0	1	2	2	2	3	3	4	13	53	47	46	110	94	236	123	54	8	8	2	2	5	3	25	37	33	42	40	54
FBgn0035155	FBgn0035155	RabX6	23	18	12	9	12	16	9	12	9	8	11	9	7	6	5	5	8	10	14	14	11	9	6	5	6	6	6	10	11	13
FBgn0035157	FBgn0035157	CG13894	1	6	13	17	10	10	10	8	12	17	13	14	7	2	1	1	2	3	3	13	14	5	3	2	1	1	1	1	0	0
FBgn0035158	FBgn0035158	CG13895	7	9	25	36	33	25	20	11	13	11	9	11	10	4	4	5	7	8	9	10	12	10	7	5	3	4	5	6	6	6
FBgn0035159	FBgn0035159	CG13896	9	7	5	8	11	9	11	5	5	3	4	5	2	2	2	5	6	9	8	9	10	7	3	2	3	3	3	2	6	5
