Search Gene	Found FBGN	Found Gene	extended cold, 4-day adult	cold shock, 4-day adult	heat shock, 4-day adult	Cadmium 50 mM 6 hrs, larvae L3	Cadmium 50 mM 12 hrs, larvae L3	Cadmium 50 mM 48 hrs, 4-day adult	Cadmium 100 mM 48 hrs, 4-day adult	Copper 0.5 mM 12 hrs, larvae L3	Copper 15 mM 48 hrs, 4-day adult	Zinc 5 mM 12 hrs, larvae L3	Zinc 4.5 mM 48 hrs, 4-day adult	Ethanol 2.5% 3 hrs, larvae L3	Ethanol 5% 3 hrs, larvae L3	Ethanol 10% 3 hrs, larvae L3	Caffeine 1.5 mg/ml 4 hrs, larvae L3	Caffeine 2.5 mg/ml 48 hrs, 4-day adult	Caffeine 25 mg/ml 48 hrs, 4-day adult	Paraquat 5 mM 48 hrs, 4-day adult	Paraquat 10 mM 48 hrs, 4-day adult	Rotenone 2 µg 12 hrs, larvae L3	Rotenone 8 µg 12 hrs, larvae L3	Rotenone starved, 10-day adult	Sindbis virus, larval stage	Sindbis virus, pupal stage	Sindbis virus, 4-day adult male	Sindbis virus, 4-day adult female	Resveratrol 100uM, 10-day adult
FBgn0010607	FBgn0010607	l(2)05714	11	4	14	5	9	15	27	8	22	6	13	23	11	5	6	34	7	22	18	6	4	6	3	9	6	11	4
FBgn0010611	FBgn0010611	Hmgs	14	10	28	23	15	29	47	13	11	12	18	44	34	30	21	25	11	37	83	30	34	29	34	35	31	31	78
FBgn0010620	FBgn0010620	CG10939	10	9	29	32	51	22	22	15	20	9	21	25	40	27	32	28	11	31	30	36	23	22	23	34	38	33	32
FBgn0010621	FBgn0010621	Cct5	132	88	181	126	64	136	152	106	60	76	48	279	89	131	45	134	92	141	186	128	181	65	58	147	205	205	168
FBgn0010622	FBgn0010622	DCTN3-p24	22	20	28	29	42	24	31	19	11	22	12	35	39	35	36	24	18	31	41	42	40	15	15	28	20	20	22
FBgn0010638	FBgn0010638	Sec61beta	57	63	195	420	351	185	122	179	36	160	51	132	303	272	165	117	48	111	85	421	435	27	45	135	118	60	50
FBgn0010651	FBgn0010651	MFS14	2	2	5	6	8	5	5	4	2	1	5	5	11	7	5	5	1	6	7	5	5	28	22	42	20	20	48
FBgn0010660	FBgn0010660	Nup214	8	5	12	5	4	17	27	2	18	3	8	28	5	3	6	23	10	22	18	4	4	11	6	12	5	13	21
FBgn0010741	FBgn0010741	l(3)01239	42	29	69	65	65	66	76	58	61	31	48	74	74	67	47	75	43	64	72	71	54	25	21	72	79	61	26
FBgn0010747	FBgn0010747	Srp54k	25	20	40	33	31	42	37	39	22	28	22	49	30	37	30	33	21	30	51	37	33	36	54	46	73	59	56
FBgn0010750	FBgn0010750	atms	36	24	23	15	14	27	40	30	22	25	18	37	10	14	11	38	29	39	33	12	14	21	15	24	20	29	34
FBgn0010762	FBgn0010762	simj	22	16	15	4	4	18	31	7	17	11	14	24	3	3	4	27	26	20	17	3	4	11	10	16	7	16	25
FBgn0010768	FBgn0010768	sqz	6	4	7	3	2	8	12	2	4	4	3	12	2	2	3	9	6	7	7	2	2	6	1	3	1	4	7
FBgn0010770	FBgn0010770	ppan	33	29	32	15	14	36	70	21	50	16	28	44	6	14	6	63	27	57	42	14	18	11	3	5	8	21	15
FBgn0010772	FBgn0010772	Xe7	14	17	13	8	11	13	16	13	16	10	15	18	10	9	9	16	11	18	20	8	10	9	8	11	5	10	14
FBgn0010774	FBgn0010774	Ref1	54	37	85	75	104	91	171	35	88	30	43	150	69	76	57	171	46	132	111	82	70	38	28	88	38	89	100
FBgn0010786	FBgn0010786	l(3)02640	15	12	33	10	8	29	46	4	26	4	13	63	14	15	12	42	16	40	93	9	23	40	52	24	20	78	88
FBgn0010803	FBgn0010803	Aats-trp	13	10	35	36	23	37	36	15	19	15	17	47	28	35	21	32	12	28	62	40	40	20	26	31	42	37	27
FBgn0010808	FBgn0010808	l(3)03670	34	16	67	43	36	64	43	51	21	38	25	62	59	74	55	41	23	48	69	56	86	38	130	33	94	111	58
FBgn0010812	FBgn0010812	unc-45	7	4	29	11	10	13	16	5	11	6	9	29	14	13	12	10	6	9	13	13	11	11	22	23	23	21	12
FBgn0010825	FBgn0010825	Gug	31	24	22	5	4	29	61	9	38	9	20	50	4	4	4	47	30	39	37	3	4	9	10	16	4	12	23
FBgn0010830	FBgn0010830	l(3)04053	10	4	12	3	4	13	18	7	5	4	5	26	4	5	5	22	8	17	17	4	7	11	6	9	4	11	26
FBgn0010877	FBgn0010877	l(3)05822	13	13	18	6	9	18	31	6	11	7	9	43	7	4	8	27	13	27	25	5	6	22	25	34	12	40	48
FBgn0010894	FBgn0010894	sinu	4	3	9	10	33	12	11	4	13	3	14	6	24	10	24	11	6	11	9	19	9	8	7	23	6	7	11
FBgn0010905	FBgn0010905	Spn	30	24	15	3	4	19	36	6	15	10	12	38	4	3	4	29	24	26	25	2	4	11	14	19	9	17	22
FBgn0010909	FBgn0010909	msn	37	30	23	9	15	25	48	11	48	19	27	43	19	11	14	43	29	34	39	12	8	19	31	103	24	42	57
FBgn0010926	FBgn0010926	l(3)07882	14	8	10	4	3	11	20	5	18	4	12	16	2	4	2	17	10	14	13	5	3	7	2	3	5	10	8
FBgn0011016	FBgn0011016	SsRbeta	26	17	118	217	227	116	53	53	29	42	38	72	184	162	104	58	23	59	52	250	244	39	77	182	147	92	69
FBgn0011020	FBgn0011020	Sas-4	8	5	8	1	2	14	22	1	17	2	4	21	2	2	2	23	8	17	12	2	2	9	2	5	2	10	8
FBgn0011202	FBgn0011202	dia	7	8	11	6	7	11	12	9	9	6	9	14	11	9	12	12	9	11	16	9	6	12	12	11	18	17	23
FBgn0011204	FBgn0011204	cue	46	32	50	18	16	41	75	12	48	14	36	99	15	17	11	67	37	69	65	14	25	57	65	13	23	74	135
FBgn0011205	FBgn0011205	fbl	15	14	27	34	34	24	23	21	11	13	22	31	41	27	33	27	14	35	39	32	26	29	52	22	44	46	58
FBgn0011206	FBgn0011206	bol	9	7	10	3	6	14	20	5	59	6	67	16	3	3	3	12	11	28	26	3	2	5	17	10	2	3	7
FBgn0011207	FBgn0011207	pelo	14	11	21	13	10	22	34	20	26	12	17	28	12	10	10	33	17	26	22	14	10	20	18	22	28	35	32
FBgn0011211	FBgn0011211	blw	181	118	414	435	168	370	189	237	69	175	106	487	425	496	427	182	124	294	373	438	774	312	2694	171	801	1849	925
FBgn0011217	FBgn0011217	eff	346	286	211	236	294	308	553	492	740	487	464	266	286	221	191	578	321	441	243	275	162	41	74	208	130	103	88
FBgn0011224	FBgn0011224	heph	10	9	14	9	24	17	27	6	32	10	19	21	8	9	13	25	13	20	16	11	6	5	5	22	4	5	6
FBgn0011225	FBgn0011225	jar	23	26	28	24	23	26	28	26	17	21	27	36	21	20	19	24	22	33	44	22	20	21	53	58	51	40	49
FBgn0011230	FBgn0011230	poe	9	7	15	5	8	15	18	4	9	4	11	29	8	6	15	14	7	16	30	6	5	27	51	46	30	42	56
FBgn0011232	FBgn0011232	scat	10	7	16	10	7	16	25	11	13	9	12	26	8	10	8	21	11	17	21	10	7	8	7	7	9	12	14
FBgn0011236	FBgn0011236	ken	62	37	33	8	6	49	94	23	39	24	39	63	7	10	8	73	52	69	53	7	9	10	9	16	4	13	18
FBgn0011239	FBgn0011239	ms(2)35Ci	5	6	2	1	5	6	9	1	7	3	15	7	1	1	2	5	5	13	11	2	1	3	7	4	0	0	1
FBgn0011244	FBgn0011244	Hsp60B	11	11	12	3	3	10	21	2	14	3	31	28	1	2	2	9	10	30	46	2	2	14	69	28	3	1	11
FBgn0011260	FBgn0011260	Sema-2a	16	15	23	7	35	23	41	6	35	8	22	36	13	9	13	37	16	31	30	10	5	7	6	51	4	17	10
FBgn0011270	FBgn0011270	Pglym87	9	8	9	3	3	8	14	1	7	0	18	23	1	1	2	6	5	23	37	2	1	23	123	39	3	1	17
FBgn0011272	FBgn0011272	RpL13	130	99	280	322	308	236	208	149	80	145	104	322	304	296	314	225	87	243	286	328	437	463	420	699	935	908	886
FBgn0011273	FBgn0011273	Acam	6	5	7	1	5	9	19	1	20	1	41	19	2	2	2	8	5	27	28	3	1	8	36	20	2	0	4
FBgn0011274	FBgn0011274	Dif	5	4	4	3	4	5	8	2	11	2	15	6	5	3	4	8	4	10	9	4	2	10	11	6	5	10	14
FBgn0011276	FBgn0011276	HLH3B	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
FBgn0011277	FBgn0011277	HLH4C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0
FBgn0011278	FBgn0011278	lbe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	2	0	0	1
FBgn0011279	FBgn0011279	Obp69a	1	0	1	0	1	0	4	0	7	0	7	2	1	1	0	3	1	9	4	0	0	2	5	0	0	1	1
FBgn0011280	FBgn0011280	Obp19d	68	57	26	0	1	9	14	5	15	5	98	35	0	2	1	49	56	100	108	1	0	70	203	1	0	92	127
FBgn0011281	FBgn0011281	Obp83a	2	2	2	0	0	1	4	2	2	0	6	4	0	0	0	2	2	11	9	0	0	14	47	0	0	13	17
FBgn0011282	FBgn0011282	Obp84a	0	1	0	0	0	1	1	0	8	0	9	1	0	0	0	1	3	3	2	0	0	4	7	1	0	2	2
FBgn0011283	FBgn0011283	Obp28a	8	13	11	33	25	9	3	65	3	25	11	4	24	37	31	7	7	10	9	24	47	14	43	4	18	17	18
FBgn0011284	FBgn0011284	RpS4	167	141	446	380	435	342	212	164	57	159	96	569	361	374	452	281	112	332	419	466	579	632	998	1214	2315	1636	1495
FBgn0011286	FBgn0011286	RyR	4	2	7	3	1	5	3	5	2	2	5	6	2	2	4	2	3	5	12	1	4	8	28	4	9	12	11
FBgn0011288	FBgn0011288	Snap25	6	7	5	2	3	8	16	2	27	4	40	7	2	2	3	12	11	18	13	2	1	3	9	3	1	8	3
FBgn0011289	FBgn0011289	TfIIA-L	61	51	75	44	43	71	74	93	45	40	38	107	33	39	32	87	62	82	86	30	31	31	51	71	47	74	81
FBgn0011290	FBgn0011290	Taf12	93	54	47	23	34	86	159	34	122	44	63	79	26	24	20	166	95	117	60	26	24	12	8	18	5	12	15
FBgn0011291	FBgn0011291	Taf11	31	14	16	9	17	15	30	29	15	11	10	24	11	10	10	31	21	19	19	14	16	6	3	8	4	7	4
FBgn0011293	FBgn0011293	a10	2	6	3	0	0	3	4	0	6	0	19	4	0	0	0	6	2	13	13	0	0	16	37	1	0	12	30
FBgn0011294	FBgn0011294	a5	0	0	1	0	0	0	1	0	1	0	6	1	0	0	0	1	0	2	2	0	0	4	9	0	0	2	2
FBgn0011296	FBgn0011296	l(2)efl	138	110	257	439	768	229	173	226	36	246	133	175	437	582	757	340	90	59	127	529	540	91	340	27	155	254	208
FBgn0011297	FBgn0011297	l(2)not	8	8	14	18	9	13	16	11	6	9	6	23	15	15	13	15	6	12	18	16	17	11	10	12	17	15	25
FBgn0011300	FBgn0011300	babo	15	10	19	9	17	20	28	8	38	6	29	28	13	10	17	26	12	24	30	12	7	8	6	14	5	10	11
FBgn0011305	FBgn0011305	Rsf1	9	9	7	8	19	9	12	7	24	6	17	9	9	7	7	15	7	12	9	9	7	10	9	42	9	12	13
FBgn0011327	FBgn0011327	Uch-L5	22	21	48	35	61	44	52	20	42	21	37	69	28	26	29	48	21	60	58	36	17	19	39	61	34	54	25
FBgn0011335	FBgn0011335	l(3)j2D3	7	6	13	7	12	15	26	5	19	5	10	18	10	6	7	21	8	18	14	8	6	4	2	4	3	5	2
FBgn0011336	FBgn0011336	OstStt3	14	12	46	55	53	45	18	26	15	28	14	34	65	61	49	13	11	25	32	65	48	39	80	84	109	55	73
FBgn0011361	FBgn0011361	ND-ACP	42	27	96	130	101	105	74	58	31	49	54	116	161	127	125	75	23	90	94	176	214	55	377	92	132	230	120
FBgn0011455	FBgn0011455	ND-SGDH	53	43	190	235	184	213	163	61	160	71	214	185	316	239	273	163	54	233	207	303	309	61	210	59	130	196	101
FBgn0011474	FBgn0011474	Set8	29	17	25	5	9	31	70	6	58	8	21	53	5	5	5	60	28	44	32	7	4	7	4	8	2	10	10
FBgn0011476	FBgn0011476	l(3)neo43	9	12	16	7	9	11	20	21	22	5	4	19	10	13	6	12	10	24	23	8	8	9	12	9	8	14	6
FBgn0011481	FBgn0011481	Ssdp	28	20	25	7	9	32	69	9	83	10	35	45	8	7	7	64	34	45	32	7	4	5	4	8	3	8	10
FBgn0011509	FBgn0011509	SrpRbeta	10	8	20	19	25	16	16	23	18	7	10	19	23	17	14	17	4	13	17	28	23	17	20	39	38	30	26
FBgn0011554	FBgn0011554	etaTry	1	1	9	16	13	8	1	7	1	11	3	1	16	14	13	2	2	3	6	20	17	17	19	3	88	23	19
FBgn0011555	FBgn0011555	thetaTry	36	44	190	215	156	142	1	165	8	100	33	32	218	349	241	10	37	73	6	295	226	15	100	1	119	146	26
FBgn0011556	FBgn0011556	zetaTry	4	8	40	101	27	40	0	50	1	32	7	5	88	104	73	2	8	13	6	109	135	10	20	1	122	26	14
FBgn0011559	FBgn0011559	Acp36DE	38	39	69	2	1	2	6	0	13	0	77	92	1	1	0	2	31	137	66	1	0	15	262	1	0	3	24
FBgn0011566	FBgn0011566	Bzd	5	4	9	4	4	8	14	3	2	1	3	20	4	3	17	13	3	10	13	5	6	9	8	13	8	17	17
FBgn0011569	FBgn0011569	can	0	0	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	2	0	2	1	1	1	0	0
FBgn0011570	FBgn0011570	cpb	39	32	58	60	88	54	53	33	25	35	23	57	60	66	53	47	28	42	55	70	55	18	21	49	53	34	34
FBgn0011573	FBgn0011573	Cdc37	80	66	110	60	78	87	118	79	71	68	54	125	44	62	42	103	66	91	92	60	60	19	28	45	32	36	26
FBgn0011576	FBgn0011576	Cyp4d2	1	1	4	14	12	7	2	4	3	3	2	3	13	5	24	5	2	4	5	10	7	8	17	4	12	9	11
FBgn0011581	FBgn0011581	Ms	8	9	8	5	6	6	9	2	10	4	17	11	5	3	7	10	3	13	15	4	4	9	14	2	3	5	13
FBgn0011582	FBgn0011582	Dop1R1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	1	1
FBgn0011584	FBgn0011584	Trp1	152	134	110	103	108	103	117	318	158	233	231	83	109	97	84	110	147	124	101	101	61	16	46	52	47	41	22
FBgn0011586	FBgn0011586	e(r)	270	209	83	24	50	111	211	108	227	219	164	108	44	41	32	221	200	163	70	47	15	23	16	60	27	43	34
FBgn0011589	FBgn0011589	Elk	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	0	0	0	1	1	1	5	2	1	1	1	2
FBgn0011591	FBgn0011591	fng	6	4	4	4	16	5	3	7	3	2	4	4	6	5	6	3	3	4	7	6	4	10	20	72	7	17	14
FBgn0011592	FBgn0011592	fra	8	8	5	3	6	7	8	2	6	4	5	9	2	3	3	7	5	6	8	2	2	8	6	29	6	8	9
FBgn0011596	FBgn0011596	fzo	1	1	3	2	6	4	7	0	12	1	10	5	1	1	1	1	1	8	7	2	1	6	10	10	2	2	3
FBgn0011603	FBgn0011603	ine	2	1	5	9	3	5	1	4	1	3	4	3	6	7	5	3	2	6	6	5	10	18	24	5	29	14	41
FBgn0011604	FBgn0011604	Iswi	19	15	26	10	16	32	62	7	50	9	28	44	10	11	12	51	23	37	34	12	9	11	8	19	10	17	13
FBgn0011606	FBgn0011606	Klp3A	9	6	13	3	4	14	29	2	15	3	9	32	3	3	3	23	7	23	22	3	3	7	8	10	2	10	12
FBgn0011638	FBgn0011638	La	23	24	60	40	26	59	75	28	34	18	15	90	25	38	17	74	28	65	78	50	73	31	17	34	57	83	55
FBgn0011640	FBgn0011640	lark	41	30	41	33	23	39	46	22	27	20	19	73	25	33	23	52	22	43	60	28	32	21	22	55	28	39	58
FBgn0011648	FBgn0011648	Mad	21	13	22	12	12	22	35	13	27	7	14	38	15	10	11	34	20	30	31	11	6	13	11	18	10	19	27
FBgn0011655	FBgn0011655	Med	9	5	9	5	3	7	12	5	5	4	4	17	4	3	3	10	8	9	9	3	5	8	8	16	4	10	19
FBgn0011656	FBgn0011656	Mef2	7	5	8	6	9	8	11	8	7	7	7	10	6	5	6	10	5	9	9	6	6	9	9	11	5	8	16
FBgn0011659	FBgn0011659	Mlh1	2	1	3	2	2	4	8	1	1	1	1	10	2	2	2	5	2	5	6	2	2	6	2	4	4	8	7
FBgn0011660	FBgn0011660	Pms2	6	5	9	3	4	11	24	2	18	3	9	21	4	3	4	19	7	16	13	5	2	7	3	7	4	10	6
FBgn0011661	FBgn0011661	Moe	181	158	112	92	86	112	117	242	90	201	94	116	113	117	92	101	108	97	105	105	101	62	68	87	191	112	142
FBgn0011666	FBgn0011666	msi	3	3	4	1	2	4	10	1	12	1	6	7	1	1	1	7	4	6	5	1	1	3	2	5	1	4	5
FBgn0011672	FBgn0011672	Mvl	4	3	8	8	11	7	9	3	7	3	6	10	5	7	9	7	4	8	10	10	5	13	18	18	16	23	24
FBgn0011674	FBgn0011674	insc	5	4	5	1	2	5	10	0	3	1	4	10	2	1	2	8	3	7	11	2	2	8	4	7	3	7	18
FBgn0011676	FBgn0011676	Nos	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	5	2	1	0	1	2
FBgn0011692	FBgn0011692	pav	13	9	17	7	7	25	53	7	47	7	10	44	6	6	5	49	19	36	25	6	4	11	1	13	4	18	15
FBgn0011693	FBgn0011693	Pdh	10	13	17	0	0	7	12	0	8	2	29	22	0	2	0	10	18	64	68	0	0	20	204	10	0	97	26
FBgn0011695	FBgn0011695	EbpIII	180	137	205	41	38	66	77	22	41	29	169	272	58	76	35	146	111	328	477	50	62	289	1080	153	155	621	582
FBgn0011701	FBgn0011701	repo	8	6	1	2	1	1	1	1	1	3	1	1	1	1	1	1	5	3	4	1	2	10	8	7	1	4	16
FBgn0011703	FBgn0011703	RnrL	18	12	55	14	12	50	92	4	47	5	15	117	11	13	8	80	22	72	68	17	13	14	2	16	19	44	24
FBgn0011704	FBgn0011704	RnrS	18	11	56	18	25	69	123	4	105	11	18	152	18	16	12	115	29	101	75	33	34	39	5	56	31	125	85
FBgn0011705	FBgn0011705	rost	2	2	6	4	5	6	11	2	11	1	4	13	3	1	2	9	3	9	9	5	1	10	10	10	11	30	13
FBgn0011708	FBgn0011708	Syx5	15	14	26	18	21	25	31	20	21	12	17	36	17	17	15	31	17	26	27	18	14	24	37	37	34	37	42
FBgn0011710	FBgn0011710	Sep1	22	18	31	13	30	30	56	14	50	10	25	51	17	15	16	50	27	36	36	19	8	17	16	84	20	42	34
FBgn0011715	FBgn0011715	Snr1	18	13	23	17	19	24	36	11	13	13	7	45	14	13	11	39	15	34	31	18	19	17	11	33	14	31	34
FBgn0011722	FBgn0011722	Tig	8	8	51	71	21	74	7	76	4	55	9	6	62	70	60	4	11	6	13	42	96	16	48	21	107	28	37
FBgn0011723	FBgn0011723	byn	1	2	1	1	0	1	1	2	0	2	1	1	1	1	1	1	0	2	2	1	1	8	3	1	2	1	10
FBgn0011725	FBgn0011725	twin	49	33	39	11	11	44	73	14	38	17	43	89	10	11	11	64	37	75	77	11	10	18	35	31	9	26	43
FBgn0011726	FBgn0011726	tsr	245	244	848	1112	1793	866	613	395	433	478	304	586	1482	1146	1000	569	224	517	510	1526	1026	66	127	447	587	274	80
FBgn0011737	FBgn0011737	Wee1	8	5	11	3	5	11	18	2	11	3	8	23	3	3	4	16	7	17	18	4	3	15	17	20	6	18	25
FBgn0011740	FBgn0011740	alpha-Man-IIa	4	4	5	4	4	6	6	3	7	4	2	10	5	4	4	7	3	7	8	4	3	12	13	21	7	13	22
FBgn0011741	FBgn0011741	Arp6	5	3	9	11	9	8	8	11	3	6	5	12	8	9	9	8	3	9	12	8	7	14	12	27	21	22	20
FBgn0011742	FBgn0011742	Arp2	15	12	37	17	30	29	39	18	25	9	18	47	25	22	23	36	16	35	34	31	26	17	20	33	62	49	30
FBgn0011743	FBgn0011743	Arp53D	3	2	6	4	9	5	8	5	11	1	19	7	2	4	4	4	3	11	14	5	3	8	25	27	3	0	3
FBgn0011745	FBgn0011745	Arp1	25	19	43	50	64	39	36	33	22	23	18	49	64	57	46	36	16	30	43	67	70	31	64	105	100	76	71
FBgn0011746	FBgn0011746	ana	5	5	3	2	3	2	2	3	5	7	13	3	2	2	3	2	6	8	7	2	3	5	4	2	1	1	5
FBgn0011747	FBgn0011747	Ank	5	7	17	13	40	21	26	4	27	6	21	21	30	16	31	25	7	23	20	26	9	16	32	52	44	47	27
FBgn0011754	FBgn0011754	PhKgamma	72	56	50	20	22	49	73	43	72	45	72	59	22	24	18	78	66	76	71	20	18	22	30	15	13	38	45
FBgn0011758	FBgn0011758	B-H1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	4	1	2	0	1	1
FBgn0011761	FBgn0011761	dhd	203	102	437	2	0	477	1162	2	568	1	156	756	0	6	1	1171	267	777	487	1	0	253	4	2	0	1740	422
FBgn0011762	FBgn0011762	DNApol-alpha50	2	1	8	3	5	5	10	0	10	1	2	14	4	2	2	11	3	8	7	5	2	4	1	4	3	7	3
FBgn0011763	FBgn0011763	Dp	28	21	38	15	15	31	45	15	28	12	18	63	14	15	13	43	27	49	43	13	12	19	14	26	18	40	31
FBgn0011766	FBgn0011766	E2f1	54	45	28	17	16	36	54	56	59	49	37	44	14	15	16	49	53	42	32	14	12	12	7	21	12	12	26
FBgn0011768	FBgn0011768	Fdh	18	16	53	67	50	48	39	33	9	21	15	73	59	55	55	36	15	39	56	58	79	49	71	109	179	115	112
FBgn0011769	FBgn0011769	Fdx1	3	3	17	12	6	7	11	4	2	3	4	19	7	8	6	8	4	7	22	7	9	9	7	7	8	8	12
FBgn0011770	FBgn0011770	Gip	9	9	48	69	37	53	30	16	11	11	9	45	62	60	37	27	12	27	40	60	48	31	149	59	215	135	50
FBgn0011771	FBgn0011771	Hem	4	3	8	5	10	7	10	0	5	1	5	11	7	6	7	8	3	10	11	6	3	9	7	19	11	12	13
FBgn0011785	FBgn0011785	BRWD3	15	10	13	3	2	16	25	4	9	5	7	35	3	2	3	20	12	19	21	2	3	12	7	11	5	10	23
FBgn0011787	FBgn0011787	mRpL12	45	28	78	56	30	84	103	35	28	23	19	107	38	59	24	100	46	86	84	53	94	18	16	17	22	35	36
FBgn0011802	FBgn0011802	Gem3	4	4	7	2	3	9	19	1	19	2	5	16	2	1	2	17	7	14	10	2	1	5	2	5	3	7	4
FBgn0011818	FBgn0011818	oaf	25	17	21	5	7	28	49	7	39	8	21	39	6	6	7	51	24	41	26	6	6	12	9	13	6	16	22
FBgn0011822	FBgn0011822	pcl	0	0	6	7	8	7	1	0	3	2	2	1	25	9	17	2	0	4	1	25	13	4	2	0	34	7	2
FBgn0011824	FBgn0011824	CG4038	55	33	67	24	24	63	73	29	65	22	54	79	20	29	13	81	44	77	88	28	29	8	3	3	14	26	10
FBgn0011826	FBgn0011826	Pp2B-14D	19	14	17	6	4	17	33	10	32	9	16	26	5	5	4	27	21	26	18	4	4	4	5	5	5	9	11
FBgn0011828	FBgn0011828	Pxn	11	8	9	20	9	11	2	13	2	12	4	4	15	13	11	2	7	5	9	11	15	10	14	33	26	10	16
FBgn0011829	FBgn0011829	Ret	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	4	1	2	1	0	0
FBgn0011832	FBgn0011832	Ser12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
FBgn0011834	FBgn0011834	Ser6	1	1	9	20	12	7	1	7	1	8	5	2	16	15	19	2	1	6	6	23	20	5	8	1	29	10	8
FBgn0011836	FBgn0011836	Taf2	39	29	15	9	6	24	45	35	34	27	26	28	7	9	7	38	40	30	20	7	6	8	5	11	8	12	12
FBgn0011837	FBgn0011837	Tis11	21	14	30	11	19	30	52	14	75	13	32	39	22	13	18	47	24	31	29	12	8	13	20	23	18	38	41
FBgn0012034	FBgn0012034	AcCoAS	15	11	50	90	39	45	29	35	29	22	35	48	160	90	22	52	17	40	56	35	56	71	247	38	189	171	166
FBgn0012036	FBgn0012036	Aldh	33	34	213	402	132	226	87	91	34	67	65	158	613	360	285	104	43	141	190	279	327	137	663	95	1085	390	251
FBgn0012037	FBgn0012037	Ance	68	62	73	177	142	85	24	133	16	88	62	38	158	120	143	37	41	58	97	135	136	55	89	214	189	81	116
FBgn0012042	FBgn0012042	AttA	7	1	17	33	4	5	7	2	22	0	36	14	67	72	38	2	3	1	3	86	23	23	56	107	237	48	48
FBgn0012051	FBgn0012051	CalpA	2	2	10	9	13	14	8	5	8	6	8	8	22	12	19	7	2	9	11	17	8	7	13	12	28	14	8
FBgn0012058	FBgn0012058	Cdc27	12	12	17	7	5	22	34	5	31	4	19	32	5	6	5	27	14	25	28	5	7	11	12	13	7	12	18
FBgn0012344	FBgn0012344	Dh44	5	3	2	2	2	5	5	5	4	4	3	3	1	2	2	2	3	2	3	1	3	6	4	2	3	2	3
FBgn0013263	FBgn0013263	Trl	66	48	34	22	14	38	54	48	35	41	42	47	16	20	16	50	54	48	42	16	18	23	18	30	15	23	45
FBgn0013269	FBgn0013269	FK506-bp1	1089	682	509	150	165	475	923	666	1056	570	579	632	103	178	70	787	827	863	438	179	124	56	20	73	120	231	92
FBgn0013272	FBgn0013272	Gp150	298	297	123	109	207	154	115	290	218	248	317	106	176	143	188	145	234	176	208	158	96	77	145	150	159	152	166
FBgn0013275	FBgn0013275	Hsp70Aa	0	0	4	0	0	4	3	6	1	1	0	3	0	0	0	1	1	0	0	0	0	0	5	2	1	4	0
FBgn0013276	FBgn0013276	Hsp70Ab	2	1	5	0	1	6	12	31	3	6	1	5	0	0	0	3	4	0	0	0	0	1	8	5	4	11	0
FBgn0013277	FBgn0013277	Hsp70Ba	0	0	2	0	0	1	1	5	1	1	0	2	0	0	0	0	0	0	0	0	0	0	5	1	0	3	0
FBgn0013278	FBgn0013278	Hsp70Bb	3	2	89	0	9	22	53	18	32	9	12	34	4	2	1	7	6	0	4	0	1	0	2	3	3	1	0
FBgn0013279	FBgn0013279	Hsp70Bc	0	1	23	0	2	5	9	9	1	4	1	21	1	1	1	1	1	0	2	0	1	0	12	3	1	9	0
FBgn0013303	FBgn0013303	Nca	4	6	19	17	29	21	27	2	47	5	17	19	23	10	16	31	6	32	19	26	6	9	20	39	19	24	8
FBgn0013305	FBgn0013305	Nmda1	10	8	23	23	43	23	39	3	24	8	32	41	37	26	32	26	9	30	46	35	19	37	59	101	43	49	63
FBgn0013307	FBgn0013307	Odc1	6	5	15	10	13	12	18	5	8	1	20	30	24	7	11	27	5	28	12	8	7	43	38	15	49	40	100
FBgn0013323	FBgn0013323	Ptth	0	0	0	0	1	1	1	0	1	0	1	1	0	0	1	1	0	0	2	0	0	4	1	9	1	0	4
FBgn0013325	FBgn0013325	RpL11	281	237	496	916	651	369	280	312	83	323	136	671	602	568	614	367	162	426	498	659	890	801	949	1986	2004	1682	1623
FBgn0013334	FBgn0013334	Sap47	21	17	14	8	10	20	31	14	78	12	94	19	14	9	12	28	21	37	28	9	7	9	19	9	7	16	16
FBgn0013342	FBgn0013342	nSyb	63	52	26	6	9	36	68	11	88	17	143	35	9	8	11	55	56	71	63	7	5	12	21	7	2	13	21
FBgn0013343	FBgn0013343	Syx1A	23	20	22	13	13	23	43	21	47	19	31	24	16	17	13	30	21	27	23	12	8	10	11	9	14	12	11
FBgn0013347	FBgn0013347	TfIIA-S	132	82	115	115	173	119	172	140	89	108	121	161	111	93	103	192	88	174	137	100	119	34	34	101	36	53	48
