gene_id,NEUTRAL,SELECTED,locus,fpkm_geomean
fruA,0.03009159328088815,0.01843277053431787,b2167,4.528
ulaA,0.04327881827469399,0.0314462266135876,b4193,0.4624
ugpQ,0.04137153370439085,0.03367167682355739,b3449,4.018
mltC,Inf,0.02244641331092674,b2963,4.058
clpS,0.1857547717434081,0.0666820987654321,b0881,5.53
cobB,0.03956741694437332,0.02430749777123511,b1120,4.945
narW,0.04219533671456748,0.0349485901887684,b1466,0.862
ppiB,0.12659512741046833,0.07817970184802574,b0525,7.2
dsdX,0.03817834263967056,0.02042438835174836,b2365,0.8429
mglA,0.02400426325695029,0.01453005571855299,b2149,2.666
tsaD,0.03982371804668348,0.02166623335352156,b3064,4.365
folB,Inf,0.0982495733983829,b3058,3.228
lpxH,0.05488363976819014,0.03210736643479826,b0524,3.892
acnB,0.01815505839829414,0.01175342057401915,b0118,6.401
mltD,Inf,0.01910984943113367,b0211,5.735
mprA,Inf,0.04613517861584416,b2684,5.852
nuoM,0.02705798590949604,0.02085964449957568,b2277,5.197
sbmA,Inf,0.02435695676601108,b0377,3.16
pstA,Inf,0.03304811037470555,b3726,3.475
pdxA,0.03016524652813362,0.02583251745633194,b0052,4.394
dinF,0.02902356435911881,0.04291732714657734,b4044,2.02
cirA,0.0225166253462311,0.01343412710178815,b2155,4.855
rpoB,0.01677500017649582,0.00704032311522522,b3987,6.782
recR,0.03959949216907455,0.0360328101526067,b0472,5.546
nfsB,Inf,0.04031350490201725,b0578,5.8
ascB,0.024414658016624,0.01586019178372755,b2716,2.695
tdh,0.03360650387537413,0.0258545666738837,b3616,4.492
murG,Inf,0.02588353145203391,b0090,4.546
moaA,0.03342494751458705,0.02129664133127901,b0781,5.311
yejF,0.02295196011721742,0.01730777189705048,b2180,3.272
serA,0.0390963951722814,0.02020940280187837,b2913,7.176
zapC,0.05838723224332469,0.1591349059358572,b0946,4.284
nrdF,0.02034931871149133,0.02151497248142205,b2676,4.041
fdhD,0.03331136213751206,0.02394512881741052,b3895,3.856
folM,0.0336447044957965,0.03618632452927501,b1606,3.475
cysK,Inf,0.02240331618675586,b2414,8.09
cyoA,Inf,0.02147106062033355,b0432,6.653
hemB,0.03905522511027422,0.01951955449603853,b0369,5.05
sulA,Inf,0.04356070366622315,b0958,4.38
rsmA,0.0785935261714634,0.02780701317649323,b0051,5.077
trmL,Inf,0.03370664799350697,b3606,3.382
accD,0.03799693859043245,0.02224922909039263,b2316,6.324
hisS,0.02513790144114911,0.02053150707674754,b2514,5.53
potE,0.04664050734341365,0.03088626653742576,b0692,2.523
chbG,0.06310584967608675,0.0292381332208817,b1733,3.175
rsxG,0.03263173608001193,0.0339849260634666,b1631,3.533
degP,Inf,0.02353487987884318,b0161,4.966
lptE,Inf,0.0508818387953314,b0641,5.705
tamB,0.01874632075927806,0.00704327918720008,b4221,3.94
asnA,0.09536707324158722,0.02524279021144715,b3744,4.071
yccX,Inf,0.12968283542755946,NA,NA
moeA,0.03990442578670078,0.02171888703344926,b0827,4.126
priC,Inf,0.11287294790465206,b0467,3.68
ada,0.02749503336185366,0.02088093474724156,b2213,2.981
proY,0.07901621718479751,0.02354563647962501,b0402,3.558
dmsA,0.01422828949224138,0.01083904331202434,b0894,3.679
nfsA,0.03957428308385998,0.0333628836867547,b0851,4.229
rhaD,0.0389717608785111,0.02990442467179037,b3902,0.3138
cstA,0.02156829945729679,0.01521082785683433,b0598,3.845
trpS,0.02681062133278538,0.02412384287593184,b3384,5.403
artQ,Inf,0.03751744215512787,b0862,4.237
pgpB,0.09729499317438002,0.02576274286638474,b1278,4.027
yjeH,0.02949739753496192,0.02657281262052909,b4141,3.656
metR,0.03751984617382151,0.02321323335309046,b3828,4.185
dsdA,0.02856982320042905,0.01787925369109374,b2366,3.003
htpX,Inf,0.03791402135380328,b1829,5.669
katG,Inf,0.01210660176315161,b3942,5.885
menI,Inf,0.04553551967513006,b1686,5.309
pphA,0.06418202523643465,0.03604142962740653,b1838,2.253
rsfS,Inf,Inf,b0637,5.453
selA,0.02578210001834878,0.01921849240333455,b3591,4.545
hpt,0.07659716255469007,0.05292918281526453,b0125,5.435
livM,0.07282660163730348,0.02127760549199691,b3456,4.883
rstA,0.032812564615487,0.02603949691977655,b1608,5.287
ilvI,0.02879438163728542,0.01360022129543798,b0077,5.817
nikD,0.08080302200447353,0.03895323390028315,b3479,2.053
trmJ,0.0417432674551988,0.05418321868408104,b2532,4.938
mtfA,0.04768159134242193,0.02504997944425704,b1976,4.817
cdd,0.03398985609010904,0.02560682098421496,b2143,4.079
ubiC,Inf,0.04293494894953605,b4039,4.432
kdsA,0.03664958910544709,0.02989965008563404,b1215,6.11
deoB,0.03213686292680185,0.0259249017810741,b4383,5.76
mgsA,Inf,0.07606681098365273,b0963,6.487
cobT,0.03258086785766855,0.05155160801051169,b1991,2.958
rplF,Inf,0.07372072307213408,b3305,7.923
adhP,0.03655641343959057,0.02755322173921362,b1478,4.72
lolD,0.12964254112893514,0.03059041799529382,b1117,4.254
eco,Inf,0.04377041120530704,b2209,3.783
rpoN,0.0221022339309082,0.0172862187404629,b3202,5.491
orn,Inf,0.03742492730270595,b4162,4.922
thiM,0.07756519334441411,0.04933797381805241,b2104,4.625
proV,Inf,0.01792669655464542,b2677,3.775
trmH,0.055129277909685,0.03312610348672795,b3651,4.175
mdtC,0.015639710511283052,0.00921413822832543,b2076,1.922
rdgC,Inf,0.02457047354619657,b0393,4.672
yfcG,Inf,0.02416102294865459,b2302,4.27
adiA,0.01784815386053923,0.01314504410592714,b4117,1.143
cysZ,0.08123066955585416,0.03295911925035741,b2413,4.219
serS,0.03804874604362519,0.0180514647856393,b0893,6.306
truB,0.03175657527726527,0.0260683358508906,b3166,4.79
miaB,0.02663292802383455,0.0171983830694244,b0661,4.934
glpG,Inf,0.0305767218495242,b3424,3.81
oppF,0.03352536155605794,0.01959507448514921,b1247,5.89
rhaM,Inf,Inf,b3901,-5.644
epd,0.02749564494105035,0.02863889037130688,b2927,5.967
ftsE,Inf,0.02855271715030522,b3463,4.826
caiA,0.03288906787344859,0.02136256036580076,b0039,2.88
ybgC,Inf,0.04586088154269972,b0736,5.431
murB,0.02612374979428337,0.02314860298647417,b3972,4.791
rnc,0.07978574782970389,0.02814035278959097,b2567,5.65
putP,0.03188222826877383,0.02464149643154247,b1015,3.871
feoB,0.01661197947844134,0.01319497727522123,b3409,5.109
otsA,0.02079571374930395,0.01530402516132919,b1896,5.226
lpxC,0.03443990930171013,0.02650356061376777,b0096,7.037
yajL,0.0421396064702843,0.03538257609651626,b0424,4.596
ppsA,0.01862209096603764,0.01178258381382606,b1702,5.491
metE,0.01760037773557317,0.01104217604157724,b3829,7.61
nrdE,0.01636135157403569,0.01080864905758435,b2675,4.05
phnG,Inf,Inf,b4101,-18.85
nuoN,Inf,0.02571261227774597,b2276,5.296
gspE,0.02717414059384439,0.01811588192587915,b3326,1.417
tauB,Inf,0.02597860124654016,b0366,1.285
creA,0.08732598358142107,0.05190827944948825,b4397,4.791
cmoA,0.03539453540243227,0.03235615451037135,b1870,4.741
galM,0.03418767252877661,0.02075948177947598,b0756,5.891
exoX,0.03755845984932372,0.0324339176879838,b1844,4.662
rluA,0.04451740428140066,0.03378868621209577,b0058,3.674
kbaY,0.02865408615838553,0.02556106403109399,b3137,-0.6587
iscR,0.06477157457926688,0.11073969723938114,b2531,5.361
trmA,0.02785049356951555,0.01966878467033883,b3965,4.755
mak,0.03306921972719292,0.02341980647684345,b0394,3.886
prmB,0.02801903981508317,0.03422651245359215,b2330,5.209
amtB,0.04280188165159094,0.0227113514736763,b0451,3.177
sucD,0.0747772557444464,0.04382377551901925,b0729,6.472
dnaJ,0.03331945550184117,0.01841511998761251,b0015,4.971
uvrY,0.03388041113131412,0.02070927708204494,b1914,5.747
cydA,0.02813584191239729,0.01597582162978002,b0733,6.344
iscX,Inf,0.3075131094104308,NA,NA
argF,0.04250729842773845,0.02667050971169092,b0273,5.549
hisG,0.04993442789699658,0.02737584316070853,b2019,6.3
thrA,0.01561138814247584,0.01000584389652188,b0002,6.836
rsgA,0.0310018734845994,0.022118926730731,b4161,5.216
ompX,Inf,0.09393178745857315,b0814,8.389
guaB,0.03731324041618802,0.02262880170217171,b2508,5.442
bamB,Inf,0.02539678395891947,b2512,5.59
bcsZ,0.07157535084145801,0.0173334249247502,b3531,1.963
glpE,0.13270085470085474,0.08626877834467121,b3425,4.146
speF,0.01234624798856693,0.01100932145096191,b0693,0.2178
panB,0.0378912846807288,0.032657343806963,b0134,6.021
ychF,0.03363902555891855,0.02164203998386536,b1203,5.289
hisB,0.03429566703641402,0.02194373360678017,b2022,6.501
sdaA,0.02345155460019488,0.02140866873779605,b1814,3.994
mlaA,Inf,0.03706321251083347,b2346,5.158
gcvA,0.03703816988406065,0.02125492481202998,b2808,4.244
rsuA,0.07969509208848705,0.02619827822424704,b2183,4.995
hisC,Inf,0.02794920438115597,b2021,6.17
fadJ,0.0177552005379408,0.00971231696166176,b2341,2.805
paaA,0.0326723852658041,0.02088384096982735,b1388,-0.4139
mdtH,0.03219862779763874,0.02368552072549876,b1065,1.932
lptD,0.01776651902886809,0.01123420372938332,b0054,5.972
aldA,0.05013134378255947,0.01472511769755027,b1415,4.62
actP,0.0703735596859174,0.02224302385204487,b4067,2.086
gltP,Inf,0.02355446042147712,b4077,3.814
uhpC,0.02716432323142362,0.02319514334729567,b3667,2.07
yhjD,Inf,0.0210157800937346,b3522,3.988
gltX,0.02416540960300124,0.01877519882966856,b2400,5.848
chaA,Inf,0.02623612795761536,b1216,4.239
fimI,0.06571795983018065,0.03734111035068272,b4315,4.736
lldR,Inf,0.0256274207485097,b3604,2.112
aphA,Inf,0.02803658398208379,b4055,3.129
slyD,0.06252115777200859,0.0744520631022741,b3349,7.163
kefC,0.02822286926347719,0.015818689493155,b0047,3.019
glmM,0.03179352120851243,0.01935114106138076,b3176,5.533
polB,0.01902657272335578,0.00933616703149121,b0060,2.848
glyS,0.0224827324190682,0.01411660607960453,b3559,5.808
lplT,0.03450062907683481,0.02220392681955247,b2835,2.913
ampG,0.02479623860708918,0.02071280575162906,b0433,3.339
mtr,0.05628724206950654,0.02409210719435829,b3161,3.589
nagA,0.02745768957207261,0.0222490735268336,b0677,4.516
dcd,0.09838363208531276,0.03945866867127555,b2065,4.766
hemA,0.03072550478003692,0.02487647005114836,b1210,4.409
menF,0.02566002088029618,0.01853044706868073,b2265,4.009
aceE,0.01660836637577942,0.01373577078766815,b0114,6.401
pspF,0.02954204485236512,0.02057772540841767,b1303,3.189
sfsA,0.04254288265292372,0.03136623607768866,b0146,4.749
caiD,Inf,0.03852305224990279,b0036,0.6219
queC,0.04616752919185134,0.03219636926328503,b0444,4.378
tsaC,Inf,0.03264035053166488,b3282,4.078
pheT,0.01742526943748402,0.01340471019501634,b1713,5.734
panC,0.0790065088325677,0.02656418943954796,b0133,6.175
trpD,0.02412075686966744,0.01902397461703647,b1263,5.308
nei,0.03705873767657762,0.02508015340655473,b0714,3.43
adhE,0.01748281970448561,0.01259837048551317,b1241,7.669
sppA,0.06551883355593205,0.01326352924780519,b1766,4.277
nuoA,Inf,0.049677385967346,b2288,5.938
fdx,Inf,Inf,b2525,5.322
bamE,Inf,0.06069285872857302,b2617,6.298
dxs,0.01953880144841453,0.01378885593540468,b0420,4.619
nagZ,0.05540017259216232,0.02434311511711065,b1107,4.632
add,0.03530599345073422,0.02335450309465222,b1623,3.963
dapA,0.03282179229629499,0.02514259544258967,b2478,6.711
recJ,0.0256385745722845,0.01367898313264759,b2892,4.256
sanA,0.07938351817781836,0.02535076629000799,b2144,3.573
yebS,0.03088012192877728,0.02042211200386813,b1833,3.204
birA,Inf,0.02226696007270357,b3973,4.155
rsmC,0.03040238694014736,0.02178222191724234,b4371,4.246
dksA,0.04898715078843284,0.06373925947789584,b0145,6.862
pdxB,0.03178565165477986,0.01754669697933661,b2320,4.986
murD,0.02658083408167112,0.01984979624290743,b0088,4.791
narQ,0.01703817175204537,0.01564269056464303,b2469,2.905
mazG,0.08358166989908411,0.03178889502698513,b2781,4.116
fliM,Inf,0.02980606808775195,b1945,1.404
pncB,0.02892200648941738,0.01667864354070586,b0931,6.067
rlmD,0.02488495199552198,0.01903301501276463,b2785,3.175
yedA,Inf,0.03166792550653539,b1959,-0.6768
sapA,0.03859573773179384,0.01504130578228939,b1294,3.834
fur,0.05202032227032227,0.11642234504112212,b0683,6.795
clcA,0.02866119488249693,0.01822679383672927,b0155,3.49
bcsA,0.01415092777001527,0.00957950640877384,b3533,1.335
gltB,0.00924560697683457,0.00583247019127781,b3212,6.925
murI,0.04516189660730306,0.02214374174881492,b3967,4.347
gloA,Inf,0.1036710253936387,b1651,6.383
deoR,0.03296218661595729,0.02992139457191114,b0840,4.629
rsmJ,0.09499973621432949,0.02618865582366672,b3497,3.466
trpB,0.02804413447638848,0.01911685061082526,b1261,5.794
pdxK,0.02961924769860489,0.03063268901497985,b2418,4.9
ltaE,0.03030654818914338,0.02720367247755405,b0870,4.706
pepE,0.08562458558302546,0.03482534841382863,b4021,4.331
lspA,0.08262271510520809,Inf,b0027,5.04
glpC,0.02530317106633546,0.02023163032939806,b2243,0.7732
garD,0.02047653053574807,0.01673906809173438,b3128,2.46
purK,0.03411036420161236,0.02246139540758104,b0522,4.681
mukE,Inf,0.02876667567532288,b0923,4.745
yccA,Inf,0.02916074514541948,b0970,6.265
ansA,Inf,0.02561751885959072,b1767,4.502
serB,0.04186789084924842,0.02523152376168686,b4388,4.352
yjfF,0.08076753560301744,0.027732522921256,b4231,1.896
pheP,0.03016985337146853,0.02298434861852483,b0576,3.45
dsbC,0.03347344047693079,0.14943079747343158,b2893,4.979
gshA,0.02138852200975382,0.01355023102022688,b2688,5.332
nanA,0.04466373140899191,0.02382980577712631,b3225,2.696
fdoI,0.08272182633383932,0.03387554630114154,b3892,3.27
fucA,0.0408182071830956,0.02381051597798978,b2800,1.142
tyrR,0.02639158972497956,0.01294983752868078,b1323,4.871
ubiF,0.0509055514180205,0.0213126041108339,b0662,4.465
melR,0.02843827149410229,0.03213725067900618,b4118,3.056
wzxC,0.029218403960436,0.01969961054700973,b2046,0.02277
menD,0.02042326273095466,0.01800996766563034,b2264,3.494
livK,0.02421138955824809,0.02476551557348675,b3458,6.015
pntB,0.06992351990540215,0.02144013545282668,b1602,6.814
map,0.03726019234899208,0.03218587827491485,b0168,5.973
envR,0.06385615011253928,0.02370764391251716,b3264,-3.273
glrR,0.02175526214300328,0.01712894656486298,b2554,3.285
proW,Inf,0.0296659562260488,b2678,3.072
glmS,0.02446585573794896,0.01919967693422564,b3729,6.327
tyrS,0.02444065697914835,0.01886980412879487,b1637,5.922
thiP,0.03971430957133349,0.02407962438455203,b0067,2.46
kdsB,0.03691545020786092,0.03981309061430173,b0918,5.313
glnQ,Inf,0.03233740972709956,b0809,5.305
dnaK,Inf,0.01804694619381322,b0014,6.868
fucK,0.02303035354453937,0.01721083256596693,b2803,2.287
gph,Inf,0.02794191064915203,b3385,5.27
csdA,0.04236120752196826,0.02329980967192497,b2810,3.734
dsbG,0.07016585443874934,0.04434496972581021,b0604,4.245
sbcD,0.027430544417514,0.02320566382145027,b0398,3.251
rplQ,Inf,0.06855413942053712,b3294,8.092
icd,0.031884757625441,0.02268850527299686,b1136,8.019
rhaT,0.03059587259484318,0.02810654810733558,b3907,1.556
dgcN,0.07000333034177522,0.01765610013674745,b2604,2.578
sodB,Inf,0.06978798325592157,b1656,5.929
purR,0.03337258981113163,0.02211320733504669,b1658,5.154
cysD,0.0733636775288245,0.02675264988937234,b2752,6.084
gsiA,0.03637048640108727,0.015344703084509,b0829,4.996
queG,0.02803218831735601,0.01691033516620054,b4166,3.554
frdD,Inf,0.06595067004074356,b4151,5.183
nuoF,0.02888714242072881,0.01765417846300267,b2284,5.367
tsf,0.09672092642793448,0.043276037597068,b0170,7.007
kdsC,0.03713922050492624,0.03309579840390263,b3198,5.32
lipA,0.03093370198201387,0.02140167893380291,b0628,5.3
thrS,0.01545232280919002,0.01264771391750624,b1719,6.974
aroF,0.02669199500571919,0.03513505713032815,b2601,5.532
recC,0.01220450325157442,0.00831005868333759,b2822,3.637
narX,0.02106264370174281,0.01501666844884677,b1222,3.589
smrB,Inf,0.03514135635888883,b2331,4.671
panE,0.03304220093571026,0.04588591339487,b0425,4.568
argH,0.03074934706882214,0.02123394314987048,b3960,5.383
yjdN,0.03034109788173433,0.07738610595753453,b4107,4.088
dkgA,Inf,0.03213833827949194,b3012,5.246
mraZ,0.04597099239144693,0.02739743056920878,b0081,5.632
ahpC,0.125892813885011,0.06119303556569416,b0605,8.352
fepG,Inf,0.05734837146649648,b0589,1.91
fepE,0.02522472961266995,0.01897826936712748,b0587,0.288
dgoD,0.02480309280763508,0.02403847362370235,b4478,2.047
paaY,0.04702204060546396,0.0410211057075377,b1400,4.055
hisJ,Inf,0.02589085147004285,b2309,6.297
nsrR,0.04614213617579003,0.03332070429485018,b4178,4.259
rcsD,0.01404572937910854,0.00879544898415971,b2216,4.492
rutR,Inf,0.03009617071733289,b1013,3.656
mobB,Inf,0.0405256534240571,b3856,3.376
hybO,0.02715602379641707,0.02717678171070183,b2997,3.58
parC,0.01358615791373788,0.01197500343242625,b3019,4.408
thiI,0.02346311903060862,0.02185467965607378,b0423,4.153
baeR,0.04108248694281521,0.03158120045055919,b2079,3.695
murE,0.02188787328875,0.02455380552492264,b0085,5.077
bamC,Inf,0.03379991171176784,b2477,6.069
fpr,0.08235789962566684,0.02833180319035189,b3924,4.95
wecC,0.02491502988071196,0.01874444430190119,b3787,4.305
bamA,0.06375620282034307,0.01208383265123518,b0177,6.098
gdhA,0.02771856671830036,0.01922894681764162,b1761,7.041
aceB,0.02023647125701411,0.01361724359054386,b4014,7.183
xerC,Inf,0.03466912359194284,b3811,4.617
folE,0.02903224178409804,0.03712634203471255,b2153,6.712
wcaM,0.02424179031677938,0.01480700291078028,b2043,2.513
livJ,0.06450842571441719,0.02740236517098757,b3460,6.886
sdhB,0.03165245333376222,0.03185264460295579,b0724,5.824
tolA,Inf,0.02281297793946791,b0739,4.213
lipB,0.0431825912183055,0.03737146098499471,b0630,4.71
argO,0.05219138058846508,0.03877774752386335,b2923,3.72
kduD,0.07855902923363126,0.02741960513592778,b2842,2.862
fabI,0.06113545302192702,0.04809612513508617,b1288,6.84
deoC,0.0596490825313169,0.03751806258678554,b4381,4.344
nadK,0.02613792459096842,0.02173999077067734,b2615,4.467
fepD,0.10155079927488682,0.05729273607501877,b0590,2.373
potH,0.0289018795892073,0.02737595498839454,b0856,2.545
sufB,0.01883289771923216,0.01566015542792701,b1683,4.754
upp,Inf,0.0362697503189514,b2498,6.425
purB,0.01856597588706891,0.01903874187295534,b1131,5.55
nadE,0.05541285296838118,0.02238345364306821,b1740,6.27
rluD,Inf,0.0228567873926389,b2594,4.842
motA,Inf,0.02416593073648517,b1890,0.4182
nepI,Inf,0.02385740009983353,b3662,2.288
fucI,0.01750907888715113,0.01520157686571301,b2802,1.551
yedE,0.03607290352881236,0.02375522442437475,b1929,4.634
copA,0.01902500509525441,0.01254788308572562,b0484,5.657
murA,0.0290015457326467,0.0213756705753901,b3189,5.307
groL,Inf,0.03402774389606618,b4143,7.21
folA,0.03513723014014389,0.04451860779512295,b0048,4.785
hemE,0.04619102239726223,0.02600892960924322,b3997,4.915
rbsA,0.07069236294492029,0.01674364490551484,b3749,3.275
fliR,Inf,0.06297859485655213,b1950,-1.357
bioB,0.03111961881179166,0.02378233450926002,b0775,4.047
rsxA,Inf,0.04363735928296368,b1627,4.342
clpP,0.0324135456773912,0.03303284089252482,b0437,6.555
panD,0.1312335269124485,0.05720911281179138,b0131,6.933
rfbB,0.02780902173677137,0.02092312066299643,b2041,5.589
glnE,0.01566549635406317,0.00929535650319903,b3053,3.87
araB,0.02064973908329952,0.02004131930473281,b0063,1.022
sgrR,0.02646787443518649,0.01757758329380605,b0069,3.198
hisA,0.04143225853846048,0.03994554421209641,b2024,5.923
alaS,0.01525954083154634,0.0100013048241109,b2697,5.96
cecR,0.04985075796131453,0.02368770689334614,b0796,3.145
napH,0.03802921238829582,0.03038245392035771,b2204,2.016
sixA,0.138216949107059,0.03751179466276868,b2340,5.797
rlmM,0.03171581196138641,0.01953941948744195,b2806,4.735
fes,0.02826600636520509,0.01801342122981336,b0585,3.154
endA,0.03515911396711242,0.03273821139161743,b2945,2.013
fucU,Inf,0.06290889032358113,b2804,4.831
pdxH,Inf,0.03435976110976763,b1638,4.774
rpe,Inf,0.03291585136437858,b3386,5.49
fbp,0.03718234762253795,0.02116019214590474,b4232,5.491
cueR,0.05687499999999999,0.05088681033626713,b0487,4.521
xthA,0.03043626723462958,0.02692785435231138,b1749,4.819
eno,Inf,0.04065581740104883,b2779,8.278
hisD,0.03967955618967658,0.01927968181564443,b2020,6.239
nadA,0.03014573171291031,0.01885737195025659,b0750,5.872
hybB,0.03605814028433031,0.0261617547454191,b2995,2.248
alaE,0.09754231274156087,0.2402932098765432,b2670,2.394
potB,0.1180459571721146,0.02843271889889258,b1125,3.452
fmt,0.05591282903537582,0.02322301323623605,b3288,5.211
tpiA,0.05241591928486498,0.04655576578600885,b3919,7.393
speG,0.08208345953758872,0.03698446382174242,b1584,5.565
ppiC,0.12712103174603173,0.135842197224773,NA,NA
rpmB,Inf,0.1814885286070351,NA,NA
soxR,0.09470683645358972,0.03972296745192103,b4063,3.066
kup,0.02338615446904408,0.01144471505722894,b3747,3.346
thiD,0.06007826918341419,0.03492775438614423,b2103,4.524
fadD,0.01919609279482164,0.01311903214958444,b1805,3.209
modB,Inf,0.05950333355499872,b0764,3.309
ulaC,Inf,0.04889562074829931,b4195,1.656
fucP,0.0282301940874857,0.02793819986464917,b2801,-0.8745
sdhA,0.0206540250166444,0.01923050517104582,b0723,5.507
fimH,Inf,0.08679344798264133,b4320,3.174
ansB,0.07251530418422109,0.03461741731431964,b2957,3.652
xseA,0.04670093656941,0.0148408140477758,b2509,4.522
lldD,0.02836540730461374,0.02469294010883915,b3605,2.856
epmB,0.04216286877449734,0.02166916491555286,b4146,4.335
dnaN,0.03762773716509211,0.02245378132797715,b3701,5.028
diaA,0.08478854419918912,0.05239689868876472,b3149,4.817
zraR,0.02720290103834535,0.02048299842022526,b4004,1.947
accC,0.02299205089975526,0.02255080240087972,b3256,6.062
ispB,0.05047502057989602,0.03550156055776159,b3187,5.667
rlpA,Inf,0.03084472608559853,b0633,5.119
entE,0.02459385549001878,0.01634425761325652,b0594,3.617
mfd,0.01256381802789918,0.00697829321334828,b1114,4.377
fdrA,0.0218335745465225,0.01909612577473068,b0518,-0.8479
lsrG,Inf,0.06731327947845805,NA,NA
fabB,0.03360274968954255,0.02925468587112468,b2323,6.059
idnO,0.07669642902006125,0.02835709917184068,b4266,2.108
galU,0.03154408190365265,0.03168830151377765,b1236,6.012
cysN,0.06819717386826757,0.01779437111195855,b2751,5.845
proC,0.03934595604427967,0.03444443004876053,b0386,4.914
queD,Inf,0.06087029072418683,b2765,4.106
purC,Inf,0.04117842932478679,b2476,6.087
prmC,0.04066166933971782,Inf,b1212,3.187
prfB,0.08463337757681476,0.02914533065635299,b2891,6.154
dauA,0.02958503060175938,0.01920169039394449,b1206,2.791
dkgB,Inf,0.03193588633150571,b0207,3.716
ispA,0.03819004486131887,0.02146892265120243,b0421,4.683
ilvC,0.02623849309839612,0.02128537994179859,b3774,7.416
aroG,0.02977657116059894,0.02320101444948403,b0754,6.797
yihX,0.03490582272631019,0.03545860398532786,b3885,4.644
hybE,0.11039477040816326,0.03448496575298767,b2992,3.562
hemD,0.03609176354780751,0.02988506536253028,b3804,4.421
panF,0.07093674334409408,0.02061340132158591,b3258,2.633
dgoR,Inf,0.03424842543051117,b4479,3.559
wcaK,0.02169746627906066,0.02561370422726909,b2045,0.9082
ubiD,0.02560535675765619,0.01379893899883634,b3843,5.03
solA,0.02916110021481525,0.02139663325974953,b1059,5.122
napG,0.03433324064964217,0.03326678260010325,b2205,1.905
infC,Inf,0.03710884353741497,b1718,8.464
alr,0.03222390498665468,0.03145513180350494,b4053,4.181
nrdD,0.01682654936443524,0.01262105102554894,b4238,4.013
udp,0.04223493118637829,0.03304911756669323,b3831,6.098
gmd,0.02998546916452883,0.02702847719676497,b2053,0.5801
napA,0.01718381604804014,0.01047306191922049,b2206,3.207
pdhR,Inf,0.03026174857146189,b0113,4.477
pbpG,Inf,0.03283959285177279,b2134,4.268
rbsR,0.03395586348943501,0.02877519451166119,b3753,2.709
mutM,0.04026825785611454,0.02267338429253536,b3635,2.591
hycE,0.02356521644547024,0.01627689205412752,b2721,0.7531
lptF,0.03902830492273109,0.02927142448551905,b4261,3.903
fabD,0.0321921595603171,0.02893749307098606,b1092,6.086
thiG,0.03015542724945196,0.03411274568295989,b3991,6.011
fucO,0.03262507023409846,0.02057826484471857,b2799,2.935
pyrG,0.0211603573911675,0.01502252799858797,b2780,6.304
nhaR,0.02990775129673819,0.02145684120096656,b0020,3.837
rnhA,0.05081136984708413,0.03248064705856914,b0214,4.605
creC,Inf,0.0153243333263636,b4399,2.765
clpX,0.02659321307622268,0.02223087509018176,b0438,6.513
kduI,0.03235060128935668,0.02705344524886381,b2843,1.585
aceK,0.01983839017471842,0.0146659688634122,b4016,4.821
ispE,0.03846647694779949,0.02543675044990917,b1208,4.562
tusC,Inf,0.04762137085226247,b3344,4.169
mutL,0.01982617193020548,0.01579872407969289,b4170,4.071
aroE,0.04488736650010861,0.02168410784788237,b3281,3.531
dacD,Inf,0.01757954009647644,b2010,2.945
glgP,0.01797447959581844,0.01067913330288669,b3428,5.812
rho,Inf,0.01816347702587644,b3783,6.453
uvrD,0.01769645778892245,0.01242092910511909,b3813,4.301
ampE,0.03844270372008043,0.02709616646279572,b0111,3.807
mutH,Inf,0.02346723154889073,b2831,3.653
yjiA,0.03431562139695908,0.03076890823996205,b4352,4.338
helD,0.0197929847396162,0.01058628593276873,b0962,4.248
crfC,0.01596141115254435,0.0104951116811374,b4109,2.354
galK,0.02457586740859295,0.02309090566477897,b0757,3.998
accA,0.07715560530221757,0.02906513892865202,b0185,5.885
pepD,0.02633833310748006,0.02082228900449784,b0237,6.066
rapA,0.01923641140443257,0.01163079792204855,b0059,3.69
aroA,0.02614628721639073,0.01904914929840441,b0908,5.706
queF,0.02986145175852194,0.024272663398371,b2794,4.775
rnk,Inf,Inf,b0610,4.504
rpoC,0.01354705247900301,0.00784298330343694,b3988,6.715
zntB,0.04173658740358067,0.03061082731151047,b1342,3.982
ymdB,0.04193501012051214,0.07879974096119928,b1045,4.114
suhB,Inf,0.03586203027420218,b2533,5.016
bcsC,0.05907723050295641,0.00946242263439875,b3530,2.817
creD,Inf,0.0161935954727782,b4400,2.012
argP,0.03052181654204381,0.0221287346018582,b2916,4.635
anmK,0.02734876704652617,0.02521383363196297,b1640,3.823
mdh,0.02990146647268159,0.03300311170149552,b3236,7.554
rraB,0.1050356978879706,0.1128875,b4255,6.959
purN,Inf,0.0371213770902516,b2500,5.247
dmsD,0.04371765590109746,0.03565713706039068,b1591,3.907
bcsB,0.01990917824653102,0.01128258492892988,b3532,2.17
btuC,0.10010391922122576,Inf,b1711,3.224
chbR,Inf,0.01906299464168564,b1735,2.993
yidC,Inf,0.02006492800590541,b3705,5.723
kefF,0.03878131441970729,0.04239663105179168,b0046,3.251
hcp,0.01884416483343216,0.0176637093468652,b0873,0.7106
alkA,0.04309507698243962,0.0290259680688194,b2068,2.833
nudB,0.08753511589821114,0.04898635122785972,b1865,5.014
trxB,0.03026099336157301,0.02447664500152071,b0888,5.884
efeB,0.02372368190674219,0.01548417063526414,b1019,3.529
lpcA,0.07721361574933003,0.08366468212649733,b0222,5.961
