gene_id,NEUTRAL,SELECTED
nfo,0.03345068596689967,0.027047072503406145
ppnN,0.023443186097437636,0.01706574571552634
ulaG,0.028487655694256757,0.02482640464244178
ulaB,0.0938011828239101,0.18859363189720332
rplE,inf,0.03727111205859021
sufA,inf,0.0710494069422641
secB,0.054106238008023735,0.06934994522719298
nupC,inf,0.03036810147360358
ilvE,0.030062537988928113,0.030291862182858693
tpx,inf,0.06591179653679655
tsaB,0.04974678892840864,0.0598408090668169
gpmM,0.021429484078858963,0.01985143096852116
wcaD,0.07491477041665281,0.01823839732072494
btuD,inf,0.028468409209699168
malP,0.01406322002626947,0.010957062203017271
yfbR,0.08352515285296117,0.038245067925693835
uspE,0.0750684529235427,0.024973513876141346
gpsA,0.02816566776470967,0.0232164729036121
corA,inf,0.02310517208330639
nikA,inf,0.01604396509982734
tyrA,0.05403554894009906,0.0200673091922433
nrdR,0.08732900842844027,0.054056989361637546
aspA,0.026033947550473797,0.02330578643467577
nuoE,0.04599217437358464,0.03874261223084274
dnaX,0.02097895168095235,0.014153008567283574
mlrA,0.046971456740426916,0.03847712401524077
uspB,0.0927950596412135,inf
mtlD,inf,0.02431626899898162
fruK,0.07755206078666174,0.02763368417483482
citG,0.03263579354133064,0.027934999835394998
bamD,inf,0.03787747558716373
cmoM,0.05092186873672446,0.02831980750514831
nrfA,0.020770287810831806,0.015910690680545563
queE,0.04512515176576116,0.024390484821568196
narJ,inf,0.045262963910420964
malM,inf,0.031117364047035936
rna,0.035264085556540654,0.02495831298206705
minE,inf,inf
cyoE,0.03320167440985613,0.022829352786834546
sodC,inf,0.07006147428313578
flhC,0.04055759419152277,0.04824308456348292
fliZ,0.049355854310524645,0.030516922589923137
tadA,0.03717068930546704,0.05810361265718409
lpxK,0.03765041003341392,0.04423670536077824
leuB,0.02753974904620743,0.02347818442350565
plsY,0.03632194741343879,0.030359354191897014
pyrH,0.0842725392292492,0.036186784572328795
aroL,0.10181851899008762,0.08714984052547388
hslJ,inf,0.09065885659661875
metJ,inf,0.10488828989573037
secA,0.03209143350635618,0.01078585520979938
envZ,inf,0.018789616353279408
paaI,0.05369278944360114,inf
amyA,0.019606630330608405,0.015543153737300988
sufD,0.025180269855358893,0.02004659614384059
fldA,0.05045137024107889,0.06008297136937564
phnN,0.045564899958218906,0.04049047093921247
entF,0.011434376779665401,0.008429592474439378
relA,0.015364286381755621,0.01240992254357769
glpK,0.03419379824882339,0.017464487086460784
greA,inf,0.04827754216809242
pgm,0.020662025251010248,0.01796113260378953
ruvC,0.08471870820169398,0.040751823916315676
elbB,0.10133476333963831,0.03404282213822934
gshB,0.03158180605818932,0.02167203785106058
acrA,inf,0.026476470407731857
glgC,0.025279674780458106,0.020972791595716373
rluC,0.07508843809846508,0.01964975648154573
sstT,0.02808843686590805,0.03327012524365291
rssB,0.038319975498320766,0.028433454789823804
wcaL,0.0509046424683425,0.01870000061873973
aas,0.022008115770702448,0.009443754481392359
glpT,0.026002116657073755,0.018845241302510727
ppdD,inf,0.054320054945054944
rffC,inf,0.056376499884826285
alkB,0.044164143559539834,0.038265984215306116
mreB,0.03665923697608827,0.02851449966277357
truA,0.051576961576772384,0.023085204856563298
gabP,0.03010965987601826,0.02144132241250098
cheA,0.02406356602846531,0.012920927281489102
rsmG,inf,0.03767911090607924
trkA,inf,0.016269697407713835
radA,0.04132574074908532,0.018584185803629905
wzyE,0.03727078124729941,0.02677141412080759
znuA,0.08066972280758318,0.016804522488481112
dut,inf,0.05442870435211122
tomB,0.12100200273712178,0.06386160714285716
arsC,0.10754200164914454,0.04053249301446417
ilvB,0.02137449205860132,0.015929613740705215
asnB,0.021477398536448,0.015227909199671713
gloB,0.03692521930685254,0.019585972000055213
pepQ,0.022409754348980678,0.022752486162446964
pflA,0.03611458157762654,0.03090657664151013
treB,0.02438107635260891,0.022644457464815044
pgsA,inf,0.06019098133492571
fetB,0.04088997061940785,0.037458272365506425
cybB,inf,0.03043223204811616
ileS,0.016936928791447602,0.009962776161455755
nuoB,inf,0.03132214339617614
ppx,0.024839462660044394,0.013437976378035916
dsbB,inf,0.04253107012035584
tyrB,0.026746359325127367,0.01888750042942372
tldD,0.021876449625776142,0.02001668132915839
csiE,0.024133346756706878,0.015465419583243377
entD,0.03493470903320468,0.028087306253725467
lapB,0.0270739727815034,0.025367386474393933
ppc,0.016465554976757796,0.011294099745165032
nuoI,inf,0.041030516627223845
fadB,0.024101360504834763,0.01216753573454465
ydfG,0.082933529858318,0.04917075677009975
carB,0.014829153774314785,0.009957719958360905
rlmB,0.057204755626603876,0.03897934446109599
msrA,0.03957954125233947,0.033463985967733485
fre,0.040071052985206836,0.0313646436248919
mdtG,0.07385062612330667,0.02374486982596494
hflD,0.08042517313593997,0.040110831132592006
ptsG,0.03181731029413928,0.02146961523829093
yfcF,inf,0.026666468012764944
gntU,0.0405544788998726,0.025840832201989194
argG,0.02292145293136495,0.018997418594865225
dgt,0.02184892112436044,0.014276588114795727
sbcC,0.01483318959617451,0.00861039381445302
bioD,0.09367718408892949,0.02772543592820359
nudC,0.03633490966565735,0.03123249173060793
nikE,inf,0.03233361382510659
dsdC,0.026721145965356193,0.03161875087544524
norW,0.030617833940501243,0.025816311020697653
ftsA,0.02423388558973439,0.03877760109526352
lpxB,0.03016024205135559,0.016101702890513044
rpoA,0.048362692688052024,0.021443891552071267
cheR,0.07489702634645076,0.026850498245876514
citX,inf,0.08654863813689365
arnA,0.01625605142734305,0.01259529493455732
pgl,0.030253762462553308,0.02589686667558703
sthA,0.018491061126034564,0.01863054075068768
dinB,0.029406641245367886,0.019996061578929077
ghrA,0.03434743950094367,0.029833902284451576
gyrA,0.021393318619703276,0.012347722615741335
ubiI,0.026602987387479037,0.02078649259056892
holC,inf,0.042143671728149756
ydiK,0.03477645718112798,0.030530267946156337
cmoB,0.03142702191186346,0.022478743288129363
infB,0.0437181479047915,0.014267329835503502
rihC,0.03167337579218765,0.021457888963372328
ravA,0.0254045056573328,0.01688176924750817
prmA,0.027464418309314315,0.030999019746988286
uxuA,0.035566138731877896,0.025236481976374302
ahpF,0.029297167380268486,0.01706141315742352
emrB,0.025799668993340696,0.02049698604006599
recF,0.027671668396218117,0.01502749403722623
fabF,0.031042795821266216,0.021249618360192665
mrdB,0.023759096446777365,0.02680850619011276
dppC,0.054724943825223436,0.038858559263921365
iscU,0.08815172441795818,0.1970854377104377
slmA,inf,0.030217591012090872
csgG,0.11803536669670045,0.02686514788184396
idi,0.05021842789987976,0.03877653517568291
dcp,0.06438594711168008,0.010658841962407455
phoU,0.0428198830258795,0.08183281699380617
ogt,0.081133374561946,0.05906256467594022
zur,0.0712324809340098,0.03735064974422621
mukB,0.011388049525188496,0.007671259888024347
pxpA,0.034921529435648115,0.038150897158122955
pdxY,0.03247088286312152,0.03545816486050594
nirD,inf,inf
caiB,0.027739703161062574,0.021765248004202584
hemF,0.035323008857419694,0.023321090017647404
rarD,0.041428533160324514,0.028435139386169768
ddlA,0.02299960638311069,0.02084114746319652
lpxP,0.0418812649964296,0.02016811429967302
bolA,inf,0.03821534896480784
prs,0.03623646826082038,0.03443284791988687
ycjG,0.07063859238334899,0.021686893022497076
osmE,0.08662500000000001,0.15739335317460318
aroB,0.04191444774761707,0.019045635076390052
nagB,0.040445078685744276,0.029858952104459165
uspC,0.05456380774970517,0.04113908179012346
ptsP,0.019164526760714097,0.011173156721565358
prlC,0.022392701700578655,0.012127552550559483
purU,0.0267370098862084,0.02423934120321924
pdeH,0.04155257393513799,0.03786402066028414
rhtC,0.10802852367502461,0.035342307454049884
rpsK,inf,0.08394340882035478
rlmC,0.02607310469655567,0.01852532371097332
nac,0.03728963144815003,0.026238199360554753
caiF,0.05668248346170425,inf
wzc,0.020296043757962103,0.013768769727885394
potC,inf,0.05362922969121769
livF,inf,0.031155911737271398
gpt,inf,0.06605082996285544
rsmI,0.030971054712517744,0.029284878392434436
nadB,0.018755886492641795,0.015178295354880295
ilvD,0.019753651688728717,0.017720018252817646
bioF,0.036815828668921566,0.026798038470389994
ubiA,0.04959529651274916,0.03332624525487814
pyrF,0.07818280564374236,0.028743145234615793
ascF,0.02786978873548649,0.021554658741570802
sucA,0.01366165488388559,0.010305316101539192
minC,0.04083800269637946,0.030901759306960874
nadC,0.07501450261148786,0.02440935385060166
gltJ,inf,0.03332279373114092
plsX,0.048478721758037725,0.019640765506199625
dapE,0.03219983927905932,0.027870584836856824
tyrP,0.032583057517544235,0.02192766434239988
norV,0.0257568570142721,0.0189682131020059
yqiA,0.035989605409144206,0.08289553827328554
rlmH,inf,0.03402925073576358
edd,0.020186942566189216,0.015328968743399597
oppA,0.014254013057403387,0.015624409859288552
bioA,0.026957577985815113,0.02440438981569766
purA,0.03714083552528283,0.02430201923515421
gltL,inf,0.03529439709773089
yrfG,0.03248259688422596,0.028524782450373744
katE,0.06049354784705909,0.009085231185473558
lon,0.0177104935856572,0.013175888810769282
envC,inf,0.022017378008244985
folP,0.032375879608686944,0.022792607674829168
kdpA,0.027176175718855937,0.01866392996912164
oppC,inf,0.02291018768469128
aceA,0.03315853636103995,0.02205927512057344
paaZ,0.020862201795300152,0.010102794185370245
dsbA,0.08402457607327739,0.0773899996782965
nrdG,0.05298917748917749,0.0736181323721388
hypE,0.03093576888202255,0.027379622862441635
putA,0.010876237203117263,0.007440169740045509
rhlE,inf,0.020732135652498446
iscS,0.03015735178612706,0.02662054480625741
rcsF,inf,inf
polA,0.059392720828749676,0.008884614329698212
cysH,inf,0.03035833270972042
waaA,inf,0.019117493986680254
mscM,0.02416097753969798,0.009297676417050912
fldB,0.062125362181909796,0.16030908209530367
fimA,0.12873135877888048,0.22202195599314106
tesB,inf,0.02366523237769843
tamA,0.022549731200957743,0.013773424529832217
gss,0.016845010312619584,0.013848332840900663
dcuC,0.04478316407074223,0.02416498270292674
ruvA,inf,0.030336079014937085
lldP,0.027450537481661347,0.020662866374409287
ytfE,0.03568601548363454,0.03303047044649419
dppF,0.028556816171120807,0.02242399589364868
uspF,inf,0.040353501703661955
wcaB,inf,0.0699791775684633
clsB,0.06875336367743966,0.018562539911881264
rlmF,0.032338193008015825,0.020757138778704144
nusB,inf,0.12290784878158398
bsmA,inf,inf
lolB,inf,0.031612397883991436
srlD,0.03155249826359235,0.0348785156827359
tap,inf,0.025278695320902544
rseP,0.0726468827780287,0.013415407002031947
msrQ,0.12737572316900445,0.08545138932275712
mdtK,0.04956951226741836,0.020973115709912928
nuoL,0.04852387526223584,0.021481287110961554
fruA,0.030091593280888156,0.018432770534317876
ulaA,0.04327881827469399,0.0314462266135876
ugpQ,0.04137153370439085,0.033671676823557393
mltC,inf,0.022446413310926745
clpS,0.1857547717434081,0.0666820987654321
cobB,0.039567416944373324,0.024307497771235115
narW,0.04219533671456748,0.034948590188768405
ppiB,0.12659512741046833,0.07817970184802574
dsdX,0.03817834263967056,0.02042438835174836
mglA,0.024004263256950292,0.014530055718552998
tsaD,0.039823718046683484,0.021666233353521566
folB,inf,0.0982495733983829
lpxH,0.05488363976819014,0.032107366434798265
acnB,0.018155058398294142,0.01175342057401915
mltD,inf,0.019109849431133672
mprA,inf,0.046135178615844166
nuoM,0.027057985909496048,0.020859644499575686
sbmA,inf,0.024356956766011087
pstA,inf,0.03304811037470555
pdxA,0.03016524652813362,0.02583251745633194
dinF,0.02902356435911881,0.04291732714657734
cirA,0.0225166253462311,0.013434127101788158
rpoB,0.01677500017649582,0.0070403231152252254
recR,0.03959949216907455,0.036032810152606704
nfsB,inf,0.04031350490201725
ascB,0.024414658016624003,0.01586019178372755
tdh,0.03360650387537413,0.0258545666738837
murG,inf,0.02588353145203391
moaA,0.03342494751458705,0.02129664133127901
yejF,0.022951960117217424,0.01730777189705048
serA,0.039096395172281403,0.020209402801878374
zapC,0.05838723224332469,0.1591349059358572
nrdF,0.020349318711491333,0.02151497248142205
fdhD,0.03331136213751206,0.02394512881741052
folM,0.0336447044957965,0.03618632452927501
cysK,inf,0.022403316186755867
cyoA,inf,0.02147106062033355
hemB,0.03905522511027422,0.01951955449603853
sulA,inf,0.04356070366622315
rsmA,0.0785935261714634,0.02780701317649323
trmL,inf,0.03370664799350697
accD,0.03799693859043245,0.022249229090392637
hisS,0.025137901441149114,0.020531507076747543
potE,0.046640507343413656,0.03088626653742576
chbG,0.06310584967608675,0.0292381332208817
rsxG,0.032631736080011936,0.033984926063466606
degP,inf,0.023534879878843187
lptE,inf,0.050881838795331404
tamB,0.018746320759278064,0.007043279187200089
asnA,0.09536707324158722,0.025242790211447156
yccX,inf,0.12968283542755946
moeA,0.03990442578670078,0.021718887033449263
priC,inf,0.11287294790465206
ada,0.02749503336185366,0.020880934747241568
proY,0.07901621718479751,0.023545636479625015
dmsA,0.014228289492241381,0.010839043312024345
nfsA,0.03957428308385998,0.033362883686754705
rhaD,0.038971760878511105,0.029904424671790376
cstA,0.02156829945729679,0.015210827856834334
trpS,0.026810621332785382,0.024123842875931847
artQ,inf,0.037517442155127874
pgpB,0.09729499317438002,0.025762742866384747
yjeH,0.029497397534961924,0.02657281262052909
metR,0.03751984617382151,0.023213233353090463
dsdA,0.028569823200429056,0.01787925369109374
htpX,inf,0.037914021353803284
katG,inf,0.012106601763151615
menI,inf,0.045535519675130066
pphA,0.06418202523643465,0.03604142962740653
rsfS,inf,inf
selA,0.02578210001834878,0.01921849240333455
hpt,0.07659716255469007,0.05292918281526453
livM,0.07282660163730348,0.02127760549199691
rstA,0.032812564615487,0.026039496919776556
ilvI,0.02879438163728542,0.013600221295437982
nikD,0.08080302200447353,0.03895323390028315
trmJ,0.0417432674551988,0.05418321868408104
mtfA,0.04768159134242193,0.02504997944425704
cdd,0.03398985609010904,0.025606820984214965
ubiC,inf,0.042934948949536055
kdsA,0.03664958910544709,0.02989965008563404
deoB,0.03213686292680185,0.025924901781074105
mgsA,inf,0.07606681098365273
cobT,0.032580867857668554,0.051551608010511694
rplF,inf,0.07372072307213408
adhP,0.03655641343959057,0.027553221739213627
lolD,0.12964254112893514,0.03059041799529382
eco,inf,0.04377041120530704
rpoN,0.022102233930908204,0.017286218740462905
orn,inf,0.037424927302705954
thiM,0.07756519334441411,0.04933797381805241
proV,inf,0.017926696554645422
trmH,0.055129277909685005,0.03312610348672795
mdtC,0.01563971051128305,0.009214138228325432
rdgC,inf,0.024570473546196576
yfcG,inf,0.02416102294865459
adiA,0.017848153860539236,0.013145044105927145
cysZ,0.08123066955585416,0.03295911925035741
serS,0.038048746043625195,0.018051464785639303
truB,0.031756575277265275,0.026068335850890606
miaB,0.026632928023834556,0.0171983830694244
glpG,inf,0.030576721849524202
oppF,0.03352536155605794,0.01959507448514921
rhaM,inf,inf
epd,0.027495644941050355,0.028638890371306888
ftsE,inf,0.02855271715030522
caiA,0.03288906787344859,0.02136256036580076
ybgC,inf,0.04586088154269972
murB,0.026123749794283373,0.02314860298647417
rnc,0.07978574782970389,0.028140352789590976
putP,0.031882228268773835,0.02464149643154247
feoB,0.016611979478441348,0.013194977275221235
otsA,0.020795713749303953,0.015304025161329194
lpxC,0.03443990930171013,0.02650356061376777
yajL,0.0421396064702843,0.035382576096516266
ppsA,0.018622090966037647,0.011782583813826065
metE,0.01760037773557317,0.011042176041577246
nrdE,0.016361351574035697,0.010808649057584352
phnG,inf,inf
nuoN,inf,0.025712612277745975
gspE,0.027174140593844393,0.01811588192587915
tauB,inf,0.02597860124654016
creA,0.08732598358142107,0.051908279449488254
cmoA,0.03539453540243227,0.03235615451037135
galM,0.034187672528776615,0.020759481779475987
exoX,0.037558459849323725,0.0324339176879838
rluA,0.04451740428140066,0.03378868621209577
kbaY,0.02865408615838553,0.02556106403109399
iscR,0.06477157457926688,0.11073969723938114
trmA,0.027850493569515557,0.01966878467033883
mak,0.03306921972719292,0.023419806476843455
prmB,0.028019039815083174,0.03422651245359215
amtB,0.04280188165159094,0.022711351473676304
sucD,0.0747772557444464,0.04382377551901925
dnaJ,0.03331945550184117,0.018415119987612517
uvrY,0.03388041113131412,0.02070927708204494
cydA,0.02813584191239729,0.01597582162978002
iscX,inf,0.3075131094104308
argF,0.04250729842773845,0.02667050971169092
hisG,0.04993442789699658,0.027375843160708534
thrA,0.015611388142475844,0.010005843896521883
rsgA,0.0310018734845994,0.022118926730731
ompX,inf,0.09393178745857317
guaB,0.03731324041618802,0.02262880170217171
bamB,inf,0.02539678395891947
bcsZ,0.07157535084145801,0.017333424924750207
glpE,0.13270085470085474,0.08626877834467121
speF,0.012346247988566931,0.011009321450961916
panB,0.0378912846807288,0.032657343806963
ychF,0.03363902555891855,0.02164203998386536
hisB,0.034295667036414026,0.021943733606780178
sdaA,0.02345155460019488,0.021408668737796052
mlaA,inf,0.03706321251083347
gcvA,0.037038169884060654,0.02125492481202998
rsuA,0.07969509208848705,0.026198278224247046
hisC,inf,0.02794920438115597
fadJ,0.017755200537940802,0.009712316961661768
paaA,0.032672385265804106,0.020883840969827358
mdtH,0.03219862779763874,0.02368552072549876
lptD,0.01776651902886809,0.011234203729383321
aldA,0.05013134378255947,0.01472511769755027
actP,0.0703735596859174,0.02224302385204487
gltP,inf,0.02355446042147712
uhpC,0.02716432323142362,0.023195143347295673
yhjD,inf,0.021015780093734605
gltX,0.02416540960300124,0.018775198829668566
chaA,inf,0.02623612795761536
fimI,0.06571795983018065,0.03734111035068272
lldR,inf,0.025627420748509707
aphA,inf,0.028036583982083793
slyD,0.06252115777200859,0.0744520631022741
kefC,0.028222869263477196,0.015818689493155003
glmM,0.031793521208512435,0.019351141061380767
polB,0.019026572723355784,0.009336167031491217
glyS,0.0224827324190682,0.014116606079604535
lplT,0.034500629076834814,0.022203926819552473
ampG,0.024796238607089183,0.020712805751629062
mtr,0.05628724206950654,0.02409210719435829
nagA,0.02745768957207261,0.022249073526833602
dcd,0.09838363208531276,0.03945866867127555
hemA,0.03072550478003692,0.024876470051148368
menF,0.025660020880296182,0.018530447068680733
aceE,0.016608366375779424,0.013735770787668156
pspF,0.029542044852365123,0.020577725408417676
sfsA,0.042542882652923726,0.03136623607768866
caiD,inf,0.03852305224990279
queC,0.046167529191851346,0.03219636926328503
tsaC,inf,0.03264035053166488
pheT,0.017425269437484025,0.013404710195016349
panC,0.0790065088325677,0.026564189439547962
trpD,0.024120756869667446,0.01902397461703647
nei,0.03705873767657762,0.025080153406554735
adhE,0.01748281970448561,0.012598370485513178
sppA,0.06551883355593205,0.013263529247805198
nuoA,inf,0.049677385967346
